# metadata = MapMyCellsInput_10xWholeMouseBrain(CCN20230722)_HierarchicalMapping_UTC_1777211802468.json
# taxonomy hierarchy = ["CCN20230722_CLAS", "CCN20230722_SUBC", "CCN20230722_SUPT", "CCN20230722_CLUS"]
# readable taxonomy hierarchy = ["class", "subclass", "supertype", "cluster"]
# algorithm: 'hierarchical'; codebase: http://github.com/AllenInstitute/cell_type_mapper; version: 1.6.0
cell_id,class_label,class_name,class_bootstrapping_probability,subclass_label,subclass_name,subclass_bootstrapping_probability,supertype_label,supertype_name,supertype_bootstrapping_probability,cluster_label,cluster_name,cluster_alias,cluster_bootstrapping_probability
MC_SC_17_s01R_141,CS20230722_CLAS_24,24 MY Glut,0.3500,CS20230722_SUBC_252,252 DMX VII Tbx20 Chol,0.3000,CS20230722_SUPT_1010,1010 DMX VII Tbx20 Chol_1,0.6400,CS20230722_CLUS_4555,4555 DMX VII Tbx20 Chol_1,3892,0.4100
MC_SC_17_s01R_142,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_014,014 LA-BLA-BMA-PA Glut,0.1600,CS20230722_SUPT_0060,0060 LA-BLA-BMA-PA Glut_1,0.7100,CS20230722_CLUS_0226,0226 LA-BLA-BMA-PA Glut_1,447,0.4800
MC_SC_17_s01R_143,CS20230722_CLAS_01,01 IT-ET Glut,0.3300,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.2300,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.7800,CS20230722_CLUS_0108,0108 L2/3 IT CTX Glut_2,150,0.7300
MC_SC_17_s01R_144,CS20230722_CLAS_01,01 IT-ET Glut,0.4800,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.2500,CS20230722_SUPT_0047,0047 IT AON-TT-DP Glut_2,0.4100,CS20230722_CLUS_0174,0174 IT AON-TT-DP Glut_2,290,0.4000
MC_SC_17_s01R_145,CS20230722_CLAS_01,01 IT-ET Glut,0.7700,CS20230722_SUBC_017,017 CA3 Glut,0.2300,CS20230722_SUPT_0076,0076 CA3 Glut_2,0.3600,CS20230722_CLUS_0303,0303 CA3 Glut_2,415,0.3200
MC_SC_17_s01R_146,CS20230722_CLAS_01,01 IT-ET Glut,0.3300,CS20230722_SUBC_017,017 CA3 Glut,0.3500,CS20230722_SUPT_0076,0076 CA3 Glut_2,0.6600,CS20230722_CLUS_0306,0306 CA3 Glut_2,436,0.5800
MC_SC_17_s01R_147,CS20230722_CLAS_01,01 IT-ET Glut,0.4900,CS20230722_SUBC_012,012 MEA Slc17a7 Glut,0.2400,CS20230722_SUPT_0056,0056 MEA Slc17a7 Glut_2,0.5800,CS20230722_CLUS_0206,0206 MEA Slc17a7 Glut_2,2548,0.2600
MC_SC_17_s01R_148,CS20230722_CLAS_01,01 IT-ET Glut,0.5100,CS20230722_SUBC_022,022 L5 ET CTX Glut,0.4100,CS20230722_SUPT_0090,0090 L5 ET CTX Glut_1,0.3900,CS20230722_CLUS_0358,0358 L5 ET CTX Glut_1,401,0.3200
MC_SC_17_s01R_149,CS20230722_CLAS_01,01 IT-ET Glut,0.9300,CS20230722_SUBC_017,017 CA3 Glut,0.2700,CS20230722_SUPT_0077,0077 CA3 Glut_3,0.3500,CS20230722_CLUS_0310,0310 CA3 Glut_3,434,0.2400
MC_SC_17_s01R_150,CS20230722_CLAS_01,01 IT-ET Glut,0.4700,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.2000,CS20230722_SUPT_0049,0049 IT AON-TT-DP Glut_4,0.3200,CS20230722_CLUS_0179,0179 IT AON-TT-DP Glut_4,282,0.2700
MC_SC_17_s01R_151,CS20230722_CLAS_01,01 IT-ET Glut,0.4100,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.1900,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.9600,CS20230722_CLUS_0108,0108 L2/3 IT CTX Glut_2,150,0.8000
MC_SC_17_s01R_152,CS20230722_CLAS_01,01 IT-ET Glut,0.7700,CS20230722_SUBC_017,017 CA3 Glut,0.2800,CS20230722_SUPT_0077,0077 CA3 Glut_3,0.3400,CS20230722_CLUS_0310,0310 CA3 Glut_3,434,0.2300
MC_SC_17_s01R_153,CS20230722_CLAS_01,01 IT-ET Glut,0.4800,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.3900,CS20230722_SUPT_0047,0047 IT AON-TT-DP Glut_2,0.3600,CS20230722_CLUS_0174,0174 IT AON-TT-DP Glut_2,290,0.2500
MC_SC_17_s01R_154,CS20230722_CLAS_01,01 IT-ET Glut,0.5000,CS20230722_SUBC_022,022 L5 ET CTX Glut,0.1600,CS20230722_SUPT_0091,0091 L5 ET CTX Glut_2,0.3000,CS20230722_CLUS_0360,0360 L5 ET CTX Glut_2,384,0.2800
MC_SC_17_s01R_155,CS20230722_CLAS_01,01 IT-ET Glut,0.7000,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.1300,CS20230722_SUPT_0027,0027 L4/5 IT CTX Glut_5,0.2100,CS20230722_CLUS_0095,0095 L4/5 IT CTX Glut_5,171,0.1800
MC_SC_17_s01R_156,CS20230722_CLAS_01,01 IT-ET Glut,0.3200,CS20230722_SUBC_012,012 MEA Slc17a7 Glut,0.2300,CS20230722_SUPT_0056,0056 MEA Slc17a7 Glut_2,0.7800,CS20230722_CLUS_0205,0205 MEA Slc17a7 Glut_2,485,0.2600
MC_SC_17_s01R_157,CS20230722_CLAS_01,01 IT-ET Glut,0.5000,CS20230722_SUBC_016,016 CA1-ProS Glut,0.3700,CS20230722_SUPT_0069,0069 CA1-ProS Glut_1,0.7000,CS20230722_CLUS_0270,0270 CA1-ProS Glut_1,359,0.3300
MC_SC_17_s01R_158,CS20230722_CLAS_01,01 IT-ET Glut,0.7000,CS20230722_SUBC_014,014 LA-BLA-BMA-PA Glut,0.3500,CS20230722_SUPT_0060,0060 LA-BLA-BMA-PA Glut_1,0.8200,CS20230722_CLUS_0226,0226 LA-BLA-BMA-PA Glut_1,447,0.6200
MC_SC_17_s01R_159,CS20230722_CLAS_01,01 IT-ET Glut,0.3600,CS20230722_SUBC_012,012 MEA Slc17a7 Glut,0.4600,CS20230722_SUPT_0056,0056 MEA Slc17a7 Glut_2,0.7900,CS20230722_CLUS_0209,0209 MEA Slc17a7 Glut_2,488,0.3200
MC_SC_17_s01R_160,CS20230722_CLAS_01,01 IT-ET Glut,0.4600,CS20230722_SUBC_022,022 L5 ET CTX Glut,0.4000,CS20230722_SUPT_0093,0093 L5 ET CTX Glut_4,0.5000,CS20230722_CLUS_0371,0371 L5 ET CTX Glut_4,394,0.3700
MC_SC_17_s01R_161,CS20230722_CLAS_01,01 IT-ET Glut,0.4200,CS20230722_SUBC_012,012 MEA Slc17a7 Glut,0.1800,CS20230722_SUPT_0056,0056 MEA Slc17a7 Glut_2,0.7900,CS20230722_CLUS_0201,0201 MEA Slc17a7 Glut_2,480,0.3700
MC_SC_17_s01R_162,CS20230722_CLAS_01,01 IT-ET Glut,0.7300,CS20230722_SUBC_012,012 MEA Slc17a7 Glut,0.2400,CS20230722_SUPT_0056,0056 MEA Slc17a7 Glut_2,0.7000,CS20230722_CLUS_0206,0206 MEA Slc17a7 Glut_2,2548,0.4200
MC_SC_17_s01R_163,CS20230722_CLAS_01,01 IT-ET Glut,0.3100,CS20230722_SUBC_017,017 CA3 Glut,0.5500,CS20230722_SUPT_0077,0077 CA3 Glut_3,0.4300,CS20230722_CLUS_0311,0311 CA3 Glut_3,416,0.2400
MC_SC_17_s01R_164,CS20230722_CLAS_24,24 MY Glut,0.2900,CS20230722_SUBC_243,243 PGRN-PARN-MDRN Hoxb5 Glut,0.2500,CS20230722_SUPT_0974,0974 PGRN-PARN-MDRN Hoxb5 Glut_2,0.3200,CS20230722_CLUS_4347,4347 PGRN-PARN-MDRN Hoxb5 Glut_2,24414,0.3100
MC_SC_17_s01R_165,CS20230722_CLAS_01,01 IT-ET Glut,0.9100,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.2400,CS20230722_SUPT_0049,0049 IT AON-TT-DP Glut_4,0.4200,CS20230722_CLUS_0179,0179 IT AON-TT-DP Glut_4,282,0.3400
MC_SC_17_s01R_166,CS20230722_CLAS_01,01 IT-ET Glut,0.5300,CS20230722_SUBC_014,014 LA-BLA-BMA-PA Glut,0.2000,CS20230722_SUPT_0060,0060 LA-BLA-BMA-PA Glut_1,0.7100,CS20230722_CLUS_0226,0226 LA-BLA-BMA-PA Glut_1,447,0.6000
MC_SC_17_s01R_167,CS20230722_CLAS_01,01 IT-ET Glut,0.7300,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.2200,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.9500,CS20230722_CLUS_0108,0108 L2/3 IT CTX Glut_2,150,0.7900
MC_SC_17_s01R_168,CS20230722_CLAS_01,01 IT-ET Glut,0.2900,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.1900,CS20230722_SUPT_0049,0049 IT AON-TT-DP Glut_4,0.4400,CS20230722_CLUS_0181,0181 IT AON-TT-DP Glut_4,286,0.1900
MC_SC_17_s01R_169,CS20230722_CLAS_01,01 IT-ET Glut,0.7300,CS20230722_SUBC_022,022 L5 ET CTX Glut,0.4100,CS20230722_SUPT_0093,0093 L5 ET CTX Glut_4,0.5700,CS20230722_CLUS_0371,0371 L5 ET CTX Glut_4,394,0.4500
MC_SC_17_s01R_170,CS20230722_CLAS_01,01 IT-ET Glut,0.9100,CS20230722_SUBC_017,017 CA3 Glut,0.3000,CS20230722_SUPT_0076,0076 CA3 Glut_2,0.3900,CS20230722_CLUS_0306,0306 CA3 Glut_2,436,0.3600
MC_SC_17_s01R_171,CS20230722_CLAS_01,01 IT-ET Glut,0.3800,CS20230722_SUBC_022,022 L5 ET CTX Glut,0.2000,CS20230722_SUPT_0090,0090 L5 ET CTX Glut_1,0.5500,CS20230722_CLUS_0357,0357 L5 ET CTX Glut_1,409,0.3900
MC_SC_17_s01R_172,CS20230722_CLAS_01,01 IT-ET Glut,0.7300,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.2700,CS20230722_SUPT_0048,0048 IT AON-TT-DP Glut_3,0.6900,CS20230722_CLUS_0175,0175 IT AON-TT-DP Glut_3,294,0.3900
MC_SC_17_s01R_173,CS20230722_CLAS_01,01 IT-ET Glut,0.5100,CS20230722_SUBC_017,017 CA3 Glut,0.2200,CS20230722_SUPT_0079,0079 CA3 Glut_5,0.4700,CS20230722_CLUS_0317,0317 CA3 Glut_5,418,0.3700
MC_SC_17_s01R_174,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_014,014 LA-BLA-BMA-PA Glut,0.4200,CS20230722_SUPT_0060,0060 LA-BLA-BMA-PA Glut_1,0.6800,CS20230722_CLUS_0226,0226 LA-BLA-BMA-PA Glut_1,447,0.3900
MC_SC_17_s01R_175,CS20230722_CLAS_24,24 MY Glut,0.4700,CS20230722_SUBC_243,243 PGRN-PARN-MDRN Hoxb5 Glut,0.2000,CS20230722_SUPT_0978,0978 PGRN-PARN-MDRN Hoxb5 Glut_6,0.4100,CS20230722_CLUS_4386,4386 PGRN-PARN-MDRN Hoxb5 Glut_6,24412,0.2800
MC_SC_17_s01R_176,CS20230722_CLAS_01,01 IT-ET Glut,0.3300,CS20230722_SUBC_012,012 MEA Slc17a7 Glut,0.1500,CS20230722_SUPT_0056,0056 MEA Slc17a7 Glut_2,0.6300,CS20230722_CLUS_0205,0205 MEA Slc17a7 Glut_2,485,0.2300
MC_SC_17_s01R_177,CS20230722_CLAS_24,24 MY Glut,0.3100,CS20230722_SUBC_252,252 DMX VII Tbx20 Chol,0.1900,CS20230722_SUPT_1010,1010 DMX VII Tbx20 Chol_1,0.7000,CS20230722_CLUS_4554,4554 DMX VII Tbx20 Chol_1,3879,0.3200
MC_SC_17_s01R_178,CS20230722_CLAS_01,01 IT-ET Glut,0.6000,CS20230722_SUBC_020,020 L2/3 IT RSP Glut,0.2600,CS20230722_SUPT_0088,0088 L2/3 IT RSP Glut_2,0.8700,CS20230722_CLUS_0343,0343 L2/3 IT RSP Glut_2,314,0.5000
MC_SC_17_s01R_179,CS20230722_CLAS_01,01 IT-ET Glut,0.4200,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.1900,CS20230722_SUPT_0047,0047 IT AON-TT-DP Glut_2,0.5000,CS20230722_CLUS_0174,0174 IT AON-TT-DP Glut_2,290,0.4300
MC_SC_17_s01R_180,CS20230722_CLAS_01,01 IT-ET Glut,0.4600,CS20230722_SUBC_022,022 L5 ET CTX Glut,0.5000,CS20230722_SUPT_0093,0093 L5 ET CTX Glut_4,0.5400,CS20230722_CLUS_0371,0371 L5 ET CTX Glut_4,394,0.4300
MC_SC_17_s01R_181,CS20230722_CLAS_24,24 MY Glut,0.4200,CS20230722_SUBC_247,247 MV-SPIV Phox2b Ebf3 Lbx1 Glut,0.2300,CS20230722_SUPT_0992,0992 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,0.9800,CS20230722_CLUS_4480,4480 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,4316,0.7400
MC_SC_17_s01R_182,CS20230722_CLAS_01,01 IT-ET Glut,0.8000,CS20230722_SUBC_004,004 L6 IT CTX Glut,0.1400,CS20230722_SUPT_0016,0016 L6 IT CTX Glut_4,0.3100,CS20230722_CLUS_0050,0050 L6 IT CTX Glut_4,135,0.2200
MC_SC_17_s01R_183,CS20230722_CLAS_01,01 IT-ET Glut,0.7300,CS20230722_SUBC_004,004 L6 IT CTX Glut,0.2800,CS20230722_SUPT_0015,0015 L6 IT CTX Glut_3,0.8200,CS20230722_CLUS_0045,0045 L6 IT CTX Glut_3,107,0.5300
MC_SC_17_s01R_184,CS20230722_CLAS_01,01 IT-ET Glut,0.7300,CS20230722_SUBC_017,017 CA3 Glut,0.4100,CS20230722_SUPT_0075,0075 CA3 Glut_1,0.4800,CS20230722_CLUS_0298,0298 CA3 Glut_1,429,0.3800
MC_SC_17_s01R_185,CS20230722_CLAS_01,01 IT-ET Glut,0.5100,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.2600,CS20230722_SUPT_0047,0047 IT AON-TT-DP Glut_2,0.4600,CS20230722_CLUS_0174,0174 IT AON-TT-DP Glut_2,290,0.4400
MC_SC_17_s01R_186,CS20230722_CLAS_01,01 IT-ET Glut,0.5100,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.2000,CS20230722_SUPT_0050,0050 IT AON-TT-DP Glut_5,0.5300,CS20230722_CLUS_0182,0182 IT AON-TT-DP Glut_5,291,0.4700
MC_SC_17_s01R_187,CS20230722_CLAS_01,01 IT-ET Glut,0.7100,CS20230722_SUBC_022,022 L5 ET CTX Glut,0.1600,CS20230722_SUPT_0092,0092 L5 ET CTX Glut_3,0.2000,CS20230722_CLUS_0366,0366 L5 ET CTX Glut_3,400,0.1900
MC_SC_17_s01R_188,CS20230722_CLAS_01,01 IT-ET Glut,0.3300,CS20230722_SUBC_012,012 MEA Slc17a7 Glut,0.6200,CS20230722_SUPT_0056,0056 MEA Slc17a7 Glut_2,0.8900,CS20230722_CLUS_0210,0210 MEA Slc17a7 Glut_2,161,0.2500
MC_SC_17_s01R_189,CS20230722_CLAS_01,01 IT-ET Glut,0.3400,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.3400,CS20230722_SUPT_0046,0046 IT AON-TT-DP Glut_1,0.5000,CS20230722_CLUS_0170,0170 IT AON-TT-DP Glut_1,288,0.3700
MC_SC_17_s01R_190,CS20230722_CLAS_01,01 IT-ET Glut,0.3100,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.4400,CS20230722_SUPT_0046,0046 IT AON-TT-DP Glut_1,0.4800,CS20230722_CLUS_0170,0170 IT AON-TT-DP Glut_1,288,0.4000
MC_SC_17_s01R_191,CS20230722_CLAS_01,01 IT-ET Glut,0.7300,CS20230722_SUBC_017,017 CA3 Glut,0.2200,CS20230722_SUPT_0077,0077 CA3 Glut_3,0.5000,CS20230722_CLUS_0310,0310 CA3 Glut_3,434,0.2900
MC_SC_17_s01R_192,CS20230722_CLAS_20,20 MB GABA,0.2000,CS20230722_SUBC_211,211 SC Tnnt1 Gli3 Gaba,0.4600,CS20230722_SUPT_0868,0868 SC Tnnt1 Gli3 Gaba_2,0.9600,CS20230722_CLUS_3783,3783 SC Tnnt1 Gli3 Gaba_2,3270,0.4800
MC_SC_17_s01R_193,CS20230722_CLAS_01,01 IT-ET Glut,0.2900,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.3600,CS20230722_SUPT_0046,0046 IT AON-TT-DP Glut_1,0.4100,CS20230722_CLUS_0170,0170 IT AON-TT-DP Glut_1,288,0.3200
MC_SC_17_s01R_194,CS20230722_CLAS_24,24 MY Glut,0.4300,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.3300,CS20230722_SUPT_0966,0966 NTS Phox2b Glut_8,0.5800,CS20230722_CLUS_4291,4291 NTS Phox2b Glut_8,4263,0.2000
MC_SC_17_s01R_195,CS20230722_CLAS_01,01 IT-ET Glut,0.2300,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.1400,CS20230722_SUPT_0023,0023 L4/5 IT CTX Glut_1,0.2800,CS20230722_CLUS_0072,0072 L4/5 IT CTX Glut_1,182,0.1100
MC_SC_17_s01R_196,CS20230722_CLAS_01,01 IT-ET Glut,0.7300,CS20230722_SUBC_022,022 L5 ET CTX Glut,0.1900,CS20230722_SUPT_0091,0091 L5 ET CTX Glut_2,0.2400,CS20230722_CLUS_0364,0364 L5 ET CTX Glut_2,393,0.1900
MC_SC_17_s01R_197,CS20230722_CLAS_24,24 MY Glut,0.4700,CS20230722_SUBC_247,247 MV-SPIV Phox2b Ebf3 Lbx1 Glut,0.2300,CS20230722_SUPT_0992,0992 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,0.6800,CS20230722_CLUS_4477,4477 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,4321,0.2100
MC_SC_17_s01R_198,CS20230722_CLAS_01,01 IT-ET Glut,0.3800,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.1900,CS20230722_SUPT_0028,0028 L4/5 IT CTX Glut_6,0.1400,CS20230722_CLUS_0099,0099 L4/5 IT CTX Glut_6,201,0.1300
MC_SC_17_s01R_199,CS20230722_CLAS_01,01 IT-ET Glut,0.8600,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.3600,CS20230722_SUPT_0047,0047 IT AON-TT-DP Glut_2,0.2300,CS20230722_CLUS_0174,0174 IT AON-TT-DP Glut_2,290,0.2100
MC_SC_17_s01R_200,CS20230722_CLAS_01,01 IT-ET Glut,0.4500,CS20230722_SUBC_022,022 L5 ET CTX Glut,0.2800,CS20230722_SUPT_0090,0090 L5 ET CTX Glut_1,0.5800,CS20230722_CLUS_0355,0355 L5 ET CTX Glut_1,402,0.2600
MC_SC_17_s01R_201,CS20230722_CLAS_01,01 IT-ET Glut,0.9400,CS20230722_SUBC_014,014 LA-BLA-BMA-PA Glut,0.1900,CS20230722_SUPT_0060,0060 LA-BLA-BMA-PA Glut_1,0.6900,CS20230722_CLUS_0226,0226 LA-BLA-BMA-PA Glut_1,447,0.5400
MC_SC_17_s01R_202,CS20230722_CLAS_01,01 IT-ET Glut,0.7300,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.2900,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.4500,CS20230722_CLUS_0108,0108 L2/3 IT CTX Glut_2,150,0.2000
MC_SC_17_s01R_203,CS20230722_CLAS_01,01 IT-ET Glut,0.4500,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.2100,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.8600,CS20230722_CLUS_0108,0108 L2/3 IT CTX Glut_2,150,0.6200
MC_SC_17_s01R_204,CS20230722_CLAS_01,01 IT-ET Glut,0.7300,CS20230722_SUBC_017,017 CA3 Glut,0.3900,CS20230722_SUPT_0075,0075 CA3 Glut_1,0.3700,CS20230722_CLUS_0298,0298 CA3 Glut_1,429,0.2800
MC_SC_17_s01R_205,CS20230722_CLAS_01,01 IT-ET Glut,0.4800,CS20230722_SUBC_005,005 L5 IT CTX Glut,0.2700,CS20230722_SUPT_0021,0021 L5 IT CTX Glut_4,0.5800,CS20230722_CLUS_0064,0064 L5 IT CTX Glut_4,169,0.4200
MC_SC_17_s01R_206,CS20230722_CLAS_24,24 MY Glut,0.4200,CS20230722_SUBC_251,251 NTS Dbh Glut,0.2800,CS20230722_SUPT_1005,1005 NTS Dbh Glut_2,0.8500,CS20230722_CLUS_4541,4541 NTS Dbh Glut_2,3958,0.4300
MC_SC_17_s01R_207,CS20230722_CLAS_23,23 P Glut,0.2900,CS20230722_SUBC_229,229 PB-NTS Phox2b Ebf3 Lmx1b Glut,0.3500,CS20230722_SUPT_0944,0944 PB-NTS Phox2b Ebf3 Lmx1b Glut_2,0.3600,CS20230722_CLUS_4167,4167 PB-NTS Phox2b Ebf3 Lmx1b Glut_2,4325,0.2800
MC_SC_17_s01R_208,CS20230722_CLAS_01,01 IT-ET Glut,0.7300,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.2900,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.4200,CS20230722_CLUS_0108,0108 L2/3 IT CTX Glut_2,150,0.1900
MC_SC_17_s01R_209,CS20230722_CLAS_01,01 IT-ET Glut,0.9400,CS20230722_SUBC_014,014 LA-BLA-BMA-PA Glut,0.3800,CS20230722_SUPT_0060,0060 LA-BLA-BMA-PA Glut_1,0.7200,CS20230722_CLUS_0226,0226 LA-BLA-BMA-PA Glut_1,447,0.3300
MC_SC_17_s01R_210,CS20230722_CLAS_01,01 IT-ET Glut,0.2700,CS20230722_SUBC_004,004 L6 IT CTX Glut,0.2900,CS20230722_SUPT_0015,0015 L6 IT CTX Glut_3,0.5400,CS20230722_CLUS_0045,0045 L6 IT CTX Glut_3,107,0.2900
MC_SC_17_s01R_211,CS20230722_CLAS_01,01 IT-ET Glut,0.3100,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.1800,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.8900,CS20230722_CLUS_0108,0108 L2/3 IT CTX Glut_2,150,0.7700
MC_SC_17_s01R_212,CS20230722_CLAS_01,01 IT-ET Glut,0.5100,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.6900,CS20230722_SUPT_0048,0048 IT AON-TT-DP Glut_3,0.4100,CS20230722_CLUS_0175,0175 IT AON-TT-DP Glut_3,294,0.3300
MC_SC_17_s01R_213,CS20230722_CLAS_01,01 IT-ET Glut,0.7300,CS20230722_SUBC_016,016 CA1-ProS Glut,0.2500,CS20230722_SUPT_0074,0074 CA1-ProS Glut_6,0.2800,CS20230722_CLUS_0295,0295 CA1-ProS Glut_6,376,0.1600
MC_SC_17_s01R_214,CS20230722_CLAS_24,24 MY Glut,0.3000,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.3800,CS20230722_SUPT_0965,0965 NTS Phox2b Glut_7,0.1900,CS20230722_CLUS_4288,4288 NTS Phox2b Glut_7,3913,0.1400
MC_SC_17_s01R_215,CS20230722_CLAS_01,01 IT-ET Glut,0.9100,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.2700,CS20230722_SUPT_0049,0049 IT AON-TT-DP Glut_4,0.2400,CS20230722_CLUS_0180,0180 IT AON-TT-DP Glut_4,285,0.2400
MC_SC_17_s01R_216,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.3900,CS20230722_SUPT_0050,0050 IT AON-TT-DP Glut_5,0.4300,CS20230722_CLUS_0182,0182 IT AON-TT-DP Glut_5,291,0.1800
MC_SC_17_s01R_217,CS20230722_CLAS_24,24 MY Glut,0.4000,CS20230722_SUBC_247,247 MV-SPIV Phox2b Ebf3 Lbx1 Glut,0.3000,CS20230722_SUPT_0994,0994 MV-SPIV Phox2b Ebf3 Lbx1 Glut_3,0.3100,CS20230722_CLUS_4487,4487 MV-SPIV Phox2b Ebf3 Lbx1 Glut_3,4320,0.3100
MC_SC_17_s01R_218,CS20230722_CLAS_01,01 IT-ET Glut,0.8400,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.1800,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.7500,CS20230722_CLUS_0108,0108 L2/3 IT CTX Glut_2,150,0.7400
MC_SC_17_s01R_219,CS20230722_CLAS_24,24 MY Glut,0.2600,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.2300,CS20230722_SUPT_0965,0965 NTS Phox2b Glut_7,0.2500,CS20230722_CLUS_4288,4288 NTS Phox2b Glut_7,3913,0.2300
MC_SC_17_s01R_220,CS20230722_CLAS_01,01 IT-ET Glut,0.2000,CS20230722_SUBC_022,022 L5 ET CTX Glut,0.5200,CS20230722_SUPT_0093,0093 L5 ET CTX Glut_4,0.5300,CS20230722_CLUS_0371,0371 L5 ET CTX Glut_4,394,0.2900
MC_SC_17_s01R_221,CS20230722_CLAS_23,23 P Glut,0.3600,CS20230722_SUBC_229,229 PB-NTS Phox2b Ebf3 Lmx1b Glut,0.5400,CS20230722_SUPT_0943,0943 PB-NTS Phox2b Ebf3 Lmx1b Glut_1,0.7700,CS20230722_CLUS_4162,4162 PB-NTS Phox2b Ebf3 Lmx1b Glut_1,4310,0.3700
MC_SC_17_s01R_222,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.2300,CS20230722_SUPT_0024,0024 L4/5 IT CTX Glut_2,0.2600,CS20230722_CLUS_0080,0080 L4/5 IT CTX Glut_2,186,0.2300
MC_SC_17_s01R_223,CS20230722_CLAS_01,01 IT-ET Glut,0.4100,CS20230722_SUBC_017,017 CA3 Glut,0.3800,CS20230722_SUPT_0077,0077 CA3 Glut_3,0.4400,CS20230722_CLUS_0310,0310 CA3 Glut_3,434,0.3600
MC_SC_17_s01R_224,CS20230722_CLAS_01,01 IT-ET Glut,0.7600,CS20230722_SUBC_022,022 L5 ET CTX Glut,0.2400,CS20230722_SUPT_0090,0090 L5 ET CTX Glut_1,0.6200,CS20230722_CLUS_0358,0358 L5 ET CTX Glut_1,401,0.3100
MC_SC_17_s01R_225,CS20230722_CLAS_01,01 IT-ET Glut,0.4300,CS20230722_SUBC_017,017 CA3 Glut,0.4000,CS20230722_SUPT_0076,0076 CA3 Glut_2,0.4200,CS20230722_CLUS_0306,0306 CA3 Glut_2,436,0.4200
MC_SC_17_s01R_226,CS20230722_CLAS_01,01 IT-ET Glut,0.4100,CS20230722_SUBC_017,017 CA3 Glut,0.4500,CS20230722_SUPT_0077,0077 CA3 Glut_3,0.5600,CS20230722_CLUS_0310,0310 CA3 Glut_3,434,0.3100
MC_SC_17_s01R_227,CS20230722_CLAS_01,01 IT-ET Glut,0.9300,CS20230722_SUBC_001,001 CLA-EPd-CTX Car3 Glut,0.2400,CS20230722_SUPT_0001,0001 CLA-EPd-CTX Car3 Glut_1,1.0000,CS20230722_CLUS_0003,0003 CLA-EPd-CTX Car3 Glut_1,130,0.6500
MC_SC_17_s01R_228,CS20230722_CLAS_01,01 IT-ET Glut,0.4700,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.3000,CS20230722_SUPT_0048,0048 IT AON-TT-DP Glut_3,0.3200,CS20230722_CLUS_0175,0175 IT AON-TT-DP Glut_3,294,0.2300
