Mask ID,Cell ID,Z-plane,Z-span,Principal Plane,phox2b,ralyl,slc17a6,tenm2,ebf3,pcp4,slc32a1,tshz2,alcam,celf2,meis2,rph3a,robo1,slc5a7,syt1,zfhx3,Area
11466,MC_SC_17_s03L_11466,33,3,2,0,4,3,12,0,7,0,0,0,0,0,2,0,0,0,0,210.0
11467,MC_SC_17_s03L_11467,33,7,5,23,4,0,32,0,18,8,6,0,1,2,0,2,0,0,3,1712.0
11468,MC_SC_17_s03L_11468,33,5,3,1,15,1,30,0,32,1,0,1,0,3,1,2,1,4,2,1118.0
11469,MC_SC_17_s03L_11469,33,5,3,47,4,0,23,3,32,0,0,0,3,1,0,5,0,0,0,356.0
11470,MC_SC_17_s03L_11470,33,5,3,39,3,0,17,12,11,2,0,1,0,0,1,2,0,1,0,1154.0
11471,MC_SC_17_s03L_11471,33,5,3,1,5,0,16,1,0,11,0,1,4,0,2,0,0,0,0,641.0
11472,MC_SC_17_s03L_11472,33,5,4,0,4,0,13,16,4,6,4,0,1,1,0,0,0,0,0,1025.0
11473,MC_SC_17_s03L_11473,33,4,3,1,1,0,13,0,2,4,0,2,1,10,5,1,0,0,0,352.0
11474,MC_SC_17_s03L_11474,33,7,4,0,10,0,8,10,3,19,8,0,2,1,1,0,0,0,0,689.0
11475,MC_SC_17_s03L_11475,33,7,3,42,12,0,13,5,28,0,0,0,3,0,6,1,1,0,0,986.0
11476,MC_SC_17_s03L_11476,33,6,4,0,0,0,9,0,0,6,3,1,0,4,0,1,0,0,0,316.0
11477,MC_SC_17_s03L_11477,33,8,5,0,0,1,17,0,0,15,0,0,1,5,11,0,0,0,0,594.0
11478,MC_SC_17_s03L_11478,33,3,2,0,1,0,13,9,1,5,0,0,1,0,4,0,0,0,0,703.0
11479,MC_SC_17_s03L_11479,33,6,3,42,10,0,15,8,8,1,0,2,1,0,1,1,0,0,0,953.0
11480,MC_SC_17_s03L_11480,33,8,4,0,0,0,4,5,20,1,0,0,0,0,0,0,0,0,0,775.0
11481,MC_SC_17_s03L_11481,33,5,3,1,4,1,56,3,28,12,5,0,2,5,31,0,0,0,0,3160.0
11482,MC_SC_17_s03L_11482,33,8,3,0,3,0,6,0,0,4,0,0,0,1,1,0,0,0,0,671.0
11483,MC_SC_17_s03L_11483,33,8,4,1,10,0,61,1,5,0,0,0,3,0,0,0,0,0,0,1547.0
11484,MC_SC_17_s03L_11484,33,8,3,0,9,0,6,0,26,0,0,0,0,0,4,0,0,0,0,494.0
11485,MC_SC_17_s03L_11485,33,3,2,0,6,0,10,0,0,1,0,7,4,5,2,0,0,0,1,382.0
11486,MC_SC_17_s03L_11486,33,5,3,0,1,0,21,9,0,9,2,0,3,0,10,0,0,2,0,1086.0
11487,MC_SC_17_s03L_11487,33,2,2,0,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,978.0
11488,MC_SC_17_s03L_11488,33,4,4,0,2,0,21,0,2,1,0,1,4,4,4,0,0,0,1,425.0
11489,MC_SC_17_s03L_11489,33,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104.0
11490,MC_SC_17_s03L_11490,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.0
11491,MC_SC_17_s03L_11491,33,4,2,1,2,0,10,0,3,1,0,0,1,0,0,0,0,0,0,528.0
11492,MC_SC_17_s03L_11492,33,5,2,1,23,0,37,0,20,1,0,0,1,0,2,0,1,5,1,1281.0
11493,MC_SC_17_s03L_11493,33,1,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,163.0
11494,MC_SC_17_s03L_11494,33,3,1,0,9,0,29,2,0,1,3,0,0,1,4,0,0,1,0,418.0
11495,MC_SC_17_s03L_11495,33,1,1,0,1,0,7,0,0,4,0,0,0,0,2,0,0,0,0,75.0
11496,MC_SC_17_s03L_11496,33,3,2,13,11,0,12,0,5,0,1,0,0,0,0,0,0,0,0,1237.0
11497,MC_SC_17_s03L_11497,33,4,2,0,5,0,8,0,4,1,0,1,0,4,0,0,0,0,2,325.0
11498,MC_SC_17_s03L_11498,33,7,3,0,9,0,11,0,2,6,2,0,0,1,9,1,0,0,1,620.0
11499,MC_SC_17_s03L_11499,33,5,3,0,10,1,20,18,1,15,2,1,1,0,5,0,1,3,0,1360.0
11500,MC_SC_17_s03L_11500,33,3,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,362.0
11501,MC_SC_17_s03L_11501,33,8,3,0,12,0,16,0,0,8,0,1,0,5,1,0,0,1,0,640.0
11502,MC_SC_17_s03L_11502,33,5,3,16,7,0,8,0,10,1,1,0,0,0,2,1,0,0,1,1354.0
11503,MC_SC_17_s03L_11503,33,5,3,0,9,0,34,4,0,17,0,0,2,4,15,0,0,1,0,604.0
11504,MC_SC_17_s03L_11504,33,8,5,0,1,0,18,0,0,7,0,0,1,3,5,2,0,0,0,620.0
11505,MC_SC_17_s03L_11505,33,6,3,0,7,0,26,0,3,16,0,1,1,3,17,2,0,2,0,722.0
11506,MC_SC_17_s03L_11506,33,5,3,0,6,0,30,0,0,16,0,2,2,2,3,0,0,5,0,718.0
11507,MC_SC_17_s03L_11507,33,8,4,0,21,0,51,0,6,21,0,1,0,0,0,1,0,2,0,829.0
11508,MC_SC_17_s03L_11508,33,4,2,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,489.0
11509,MC_SC_17_s03L_11509,33,2,2,0,1,0,9,0,1,0,0,0,1,0,0,0,0,5,0,244.0
11510,MC_SC_17_s03L_11510,33,5,3,0,7,0,10,0,0,2,0,1,3,2,0,2,0,0,3,475.0
11511,MC_SC_17_s03L_11511,33,7,3,0,10,0,34,0,10,13,0,0,2,0,0,2,0,2,0,900.0
11512,MC_SC_17_s03L_11512,33,8,3,0,8,1,13,3,23,9,0,0,0,0,8,0,1,11,0,1707.0
11513,MC_SC_17_s03L_11513,33,4,2,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,409.0
11514,MC_SC_17_s03L_11514,33,6,4,0,22,0,33,0,1,8,2,0,5,1,10,1,0,0,0,996.0
11515,MC_SC_17_s03L_11515,33,5,3,0,2,0,20,0,1,29,0,2,1,1,11,2,2,0,0,1304.0
11516,MC_SC_17_s03L_11516,33,3,1,0,6,0,7,14,0,4,0,3,1,2,0,0,0,0,0,322.0
11517,MC_SC_17_s03L_11517,33,2,2,1,7,1,4,0,16,2,0,0,0,0,4,0,3,5,0,591.0
11518,MC_SC_17_s03L_11518,33,1,1,1,1,0,1,0,19,4,0,0,1,0,6,0,0,0,0,623.0
11519,MC_SC_17_s03L_11519,33,1,1,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,213.0
11520,MC_SC_17_s03L_11520,33,5,3,0,14,0,29,0,0,5,0,4,0,8,2,0,0,0,0,462.0
11521,MC_SC_17_s03L_11521,33,8,3,0,4,0,39,0,17,1,0,0,0,3,38,1,1,0,5,1095.0
11522,MC_SC_17_s03L_11522,33,1,1,6,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,286.0
11523,MC_SC_17_s03L_11523,33,7,4,38,15,1,61,16,12,8,7,1,6,0,1,1,1,1,2,1622.0
11524,MC_SC_17_s03L_11524,33,5,3,0,8,0,31,5,1,7,0,1,0,1,1,0,0,5,0,547.0
11525,MC_SC_17_s03L_11525,33,1,1,0,9,0,34,0,3,13,0,0,0,0,5,0,0,5,0,374.0
11526,MC_SC_17_s03L_11526,33,5,4,1,8,0,36,0,1,0,0,0,1,0,1,0,0,0,1,1802.0
11527,MC_SC_17_s03L_11527,33,3,2,0,5,0,13,0,1,17,1,1,0,0,1,0,0,3,0,557.0
11528,MC_SC_17_s03L_11528,33,8,3,0,0,0,2,0,21,7,0,0,0,0,2,0,4,2,0,694.0
11529,MC_SC_17_s03L_11529,33,2,1,0,6,1,26,6,6,0,0,2,0,0,0,0,0,0,3,596.0
11530,MC_SC_17_s03L_11530,33,8,4,0,33,7,38,0,23,94,1,0,0,1,4,7,17,0,1,4684.0
11531,MC_SC_17_s03L_11531,33,8,4,0,11,0,30,0,14,0,0,0,0,0,2,0,1,0,0,1358.0
11532,MC_SC_17_s03L_11532,33,2,1,0,4,0,30,0,0,1,0,0,0,0,0,0,0,0,1,784.0
11533,MC_SC_17_s03L_11533,33,7,5,0,5,0,18,0,0,0,0,0,0,0,0,2,0,0,0,1196.0
11534,MC_SC_17_s03L_11534,33,3,2,0,4,0,27,0,2,0,0,0,2,0,3,3,0,2,0,1232.0
11535,MC_SC_17_s03L_11535,33,1,1,0,5,0,6,1,0,0,2,0,1,0,0,1,0,1,0,353.0
11536,MC_SC_17_s03L_11536,33,6,3,0,23,0,18,0,1,11,2,0,4,2,16,3,0,2,0,1143.0
11537,MC_SC_17_s03L_11537,33,2,1,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,597.0
11538,MC_SC_17_s03L_11538,33,4,2,0,10,0,12,0,1,3,0,0,0,0,0,0,0,0,0,1199.0
11539,MC_SC_17_s03L_11539,33,2,1,24,2,0,8,0,8,0,0,0,0,0,0,0,0,0,0,695.0
11540,MC_SC_17_s03L_11540,33,3,2,2,3,0,17,1,6,0,0,0,0,1,0,0,0,0,0,813.0
11541,MC_SC_17_s03L_11541,33,4,3,0,3,0,6,0,4,0,0,0,1,1,0,1,0,0,0,1193.0
11542,MC_SC_17_s03L_11542,33,8,2,0,10,0,36,0,2,0,0,0,1,1,0,1,0,7,1,1362.0
11543,MC_SC_17_s03L_11543,33,7,4,0,36,0,24,0,1,0,0,3,0,1,0,2,0,2,2,1254.0
11544,MC_SC_17_s03L_11544,33,2,2,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,1494.0
11545,MC_SC_17_s03L_11545,33,8,8,1,7,0,10,11,1,3,3,1,2,2,0,0,0,3,0,1173.0
11546,MC_SC_17_s03L_11546,33,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93.0
11547,MC_SC_17_s03L_11547,33,2,2,0,3,0,16,0,3,0,0,0,0,1,0,0,0,0,1,817.0
11548,MC_SC_17_s03L_11548,33,8,5,0,2,0,2,0,7,0,0,0,0,0,0,0,0,0,0,923.0
11549,MC_SC_17_s03L_11549,33,8,8,0,5,0,8,0,0,5,0,0,0,0,35,1,1,0,0,3571.0
11550,MC_SC_17_s03L_11550,33,8,3,2,18,0,9,0,12,11,0,0,0,1,39,1,10,0,2,3277.0
11551,MC_SC_17_s03L_11551,33,8,4,0,23,0,18,0,1,9,0,0,0,0,1,2,11,0,0,4172.0
11552,MC_SC_17_s03L_11552,33,7,5,0,5,0,11,6,6,2,0,0,0,0,10,3,0,0,0,2680.0
11553,MC_SC_17_s03L_11553,33,8,3,1,7,0,9,4,18,21,0,1,1,1,14,2,4,0,0,1792.0
11554,MC_SC_17_s03L_11554,33,4,3,25,6,0,10,4,6,0,0,1,2,0,2,4,0,0,0,1601.0
11555,MC_SC_17_s03L_11555,33,7,4,21,4,0,7,7,4,1,0,0,0,0,3,2,1,2,0,959.0
11556,MC_SC_17_s03L_11556,33,8,5,0,28,3,26,0,8,15,5,2,1,0,30,1,2,0,0,1822.0
11557,MC_SC_17_s03L_11557,33,7,5,0,7,0,19,0,1,0,3,4,4,0,5,1,0,3,1,1221.0
11558,MC_SC_17_s03L_11558,33,2,2,19,3,0,3,2,3,3,0,0,1,0,0,1,0,1,1,629.0
11559,MC_SC_17_s03L_11559,33,6,4,0,24,0,32,0,1,3,1,8,1,0,1,1,0,2,3,1040.0
11560,MC_SC_17_s03L_11560,33,8,6,5,3,0,9,7,40,2,0,3,3,0,4,5,2,2,0,916.0
11561,MC_SC_17_s03L_11561,33,8,7,23,15,0,12,5,1,2,0,0,4,1,8,3,0,0,7,857.0
11562,MC_SC_17_s03L_11562,33,2,1,17,3,0,0,6,7,0,0,1,3,0,0,1,0,0,1,530.0
11563,MC_SC_17_s03L_11563,33,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.0
11564,MC_SC_17_s03L_11564,33,6,2,0,7,0,57,0,2,18,0,0,0,2,4,0,1,0,0,1526.0
11565,MC_SC_17_s03L_11565,33,3,2,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,361.0
11566,MC_SC_17_s03L_11566,33,2,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,492.0
11567,MC_SC_17_s03L_11567,33,4,3,0,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,726.0
11568,MC_SC_17_s03L_11568,33,1,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,429.0
11569,MC_SC_17_s03L_11569,33,1,1,11,1,0,0,0,13,0,0,0,0,0,0,0,0,1,0,572.0
11570,MC_SC_17_s03L_11570,33,5,2,0,3,0,26,0,0,11,0,0,0,0,3,2,0,1,0,726.0
11571,MC_SC_17_s03L_11571,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.0
11572,MC_SC_17_s03L_11572,33,6,2,54,14,0,16,0,37,10,1,0,0,0,3,0,7,0,1,4171.0
11573,MC_SC_17_s03L_11573,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.0
11574,MC_SC_17_s03L_11574,33,4,3,1,3,0,5,0,0,0,0,2,0,2,0,0,0,1,0,890.0
11575,MC_SC_17_s03L_11575,33,4,2,0,1,0,4,7,4,1,0,0,1,0,0,1,0,0,0,446.0
11576,MC_SC_17_s03L_11576,33,1,1,9,1,0,0,0,1,0,0,0,3,1,0,0,0,0,2,251.0
11577,MC_SC_17_s03L_11577,33,2,2,3,1,0,2,0,5,0,0,1,0,1,0,0,0,1,0,396.0
11578,MC_SC_17_s03L_11578,33,2,1,7,6,0,1,0,4,0,0,0,0,0,0,0,0,0,0,796.0
11579,MC_SC_17_s03L_11579,33,4,1,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1623.0
11580,MC_SC_17_s03L_11580,33,1,1,2,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,257.0
11581,MC_SC_17_s03L_11581,33,8,4,0,35,0,53,0,30,37,1,0,1,2,4,5,0,0,0,2142.0
11582,MC_SC_17_s03L_11582,33,1,1,1,5,0,0,0,3,0,1,0,0,0,0,0,0,0,1,184.0
11583,MC_SC_17_s03L_11583,33,1,1,0,4,0,8,1,1,1,0,0,5,0,0,0,0,0,0,520.0
11584,MC_SC_17_s03L_11584,33,2,1,6,3,0,1,0,1,0,0,1,0,3,0,0,0,0,5,410.0
11585,MC_SC_17_s03L_11585,33,3,3,4,5,0,0,3,3,0,1,2,0,2,0,0,0,0,4,661.0
11586,MC_SC_17_s03L_11586,33,1,1,14,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,264.0
11587,MC_SC_17_s03L_11587,33,1,1,4,6,0,2,0,4,0,0,0,0,0,0,0,0,0,0,336.0
11588,MC_SC_17_s03L_11588,33,3,3,0,1,0,9,0,2,1,0,0,1,1,0,0,0,2,6,815.0
11589,MC_SC_17_s03L_11589,33,3,2,1,5,0,6,9,25,0,4,3,3,0,0,0,0,0,0,928.0
11590,MC_SC_17_s03L_11590,33,6,3,0,14,0,3,0,1,7,1,0,0,2,0,3,0,1,0,1501.0
11591,MC_SC_17_s03L_11591,33,5,2,0,3,0,0,2,0,0,4,0,0,0,0,0,0,2,1,561.0
11592,MC_SC_17_s03L_11592,33,3,2,13,2,0,0,0,4,0,1,4,2,2,0,0,0,1,1,440.0
11593,MC_SC_17_s03L_11593,33,1,1,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,320.0
11594,MC_SC_17_s03L_11594,33,5,3,128,8,0,3,2,18,0,0,2,1,0,0,2,1,20,6,1598.0
11595,MC_SC_17_s03L_11595,33,3,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1632.0
11596,MC_SC_17_s03L_11596,33,3,2,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,573.0
11597,MC_SC_17_s03L_11597,33,2,2,0,9,0,6,0,7,0,0,0,0,0,0,0,0,0,0,1063.0
11598,MC_SC_17_s03L_11598,33,8,5,0,6,0,8,0,4,0,0,0,0,0,0,0,0,2,0,1378.0
11599,MC_SC_17_s03L_11599,33,4,2,40,4,0,0,0,5,0,0,2,1,0,0,2,1,0,4,643.0
11600,MC_SC_17_s03L_11600,33,3,2,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1341.0
11601,MC_SC_17_s03L_11601,33,8,7,0,7,0,9,0,0,4,0,0,2,2,33,2,3,0,3,2551.0
11602,MC_SC_17_s03L_11602,33,4,2,0,13,0,0,0,11,0,0,0,0,1,1,2,1,1,0,1483.0
11603,MC_SC_17_s03L_11603,33,1,1,1,1,0,0,0,4,9,0,0,1,0,0,0,4,0,0,640.0
11604,MC_SC_17_s03L_11604,33,7,2,0,5,0,2,0,1,0,0,0,0,0,2,0,0,0,0,569.0
11605,MC_SC_17_s03L_11605,33,1,1,11,7,0,1,0,19,1,0,0,5,3,2,0,1,1,5,659.0
11606,MC_SC_17_s03L_11606,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044.0
11607,MC_SC_17_s03L_11607,33,4,3,30,8,0,0,1,10,1,0,3,0,0,8,3,1,1,5,629.0
11608,MC_SC_17_s03L_11608,33,4,2,114,14,0,32,0,7,0,2,1,1,0,4,1,2,11,2,2101.0
11609,MC_SC_17_s03L_11609,33,6,3,0,3,0,2,0,1,1,0,0,0,4,0,1,0,1,0,1007.0
11610,MC_SC_17_s03L_11610,33,2,1,0,5,0,2,0,1,6,0,2,4,0,1,0,1,0,0,1083.0
11611,MC_SC_17_s03L_11611,33,4,3,0,12,0,18,0,3,2,0,0,0,3,1,2,0,0,2,1902.0
11612,MC_SC_17_s03L_11612,33,7,5,0,1,0,2,1,14,0,0,0,0,0,4,3,0,0,0,1250.0
11613,MC_SC_17_s03L_11613,33,3,2,0,7,0,8,0,1,2,1,0,1,0,2,2,0,1,1,647.0
11614,MC_SC_17_s03L_11614,33,7,4,0,49,1,24,0,114,105,1,1,4,0,25,9,13,4,1,5932.0
11615,MC_SC_17_s03L_11615,33,7,5,0,4,1,4,0,2,2,1,0,2,3,1,2,0,0,4,2197.0
11616,MC_SC_17_s03L_11616,33,4,2,0,4,0,4,0,5,3,0,1,0,0,3,0,0,0,2,1138.0
11617,MC_SC_17_s03L_11617,33,3,2,40,14,0,12,2,13,0,0,11,1,3,12,4,0,2,8,1030.0
11618,MC_SC_17_s03L_11618,33,3,2,0,19,0,5,10,8,3,1,3,4,1,3,2,0,0,1,1671.0
11619,MC_SC_17_s03L_11619,33,4,3,0,1,0,0,19,11,1,1,0,1,1,0,3,0,0,0,779.0
11620,MC_SC_17_s03L_11620,33,7,4,63,7,0,10,0,32,2,5,4,6,4,3,5,1,1,5,1066.0
11621,MC_SC_17_s03L_11621,33,3,2,0,8,0,4,4,5,1,0,0,1,0,1,3,0,2,0,1511.0
11622,MC_SC_17_s03L_11622,33,5,3,0,24,0,11,1,1,1,0,0,1,0,1,1,0,0,0,2435.0
11623,MC_SC_17_s03L_11623,33,8,8,0,19,0,15,0,0,0,0,0,0,0,0,3,1,5,0,1826.0
11624,MC_SC_17_s03L_11624,33,5,3,0,3,0,13,0,8,7,1,0,0,0,5,1,0,0,1,1304.0
11625,MC_SC_17_s03L_11625,33,7,3,1,23,0,6,0,5,1,0,1,0,0,0,0,0,1,0,1792.0
11626,MC_SC_17_s03L_11626,33,6,2,56,23,1,16,0,53,4,0,0,5,1,40,7,4,1,5,1265.0
11627,MC_SC_17_s03L_11627,33,8,6,0,7,0,11,0,10,28,0,2,3,1,81,11,1,0,1,2040.0
11628,MC_SC_17_s03L_11628,33,6,3,32,7,0,2,5,12,0,2,0,5,0,5,0,0,2,4,908.0
11629,MC_SC_17_s03L_11629,33,6,3,0,12,0,8,0,1,1,0,0,3,2,10,1,1,0,4,1416.0
11630,MC_SC_17_s03L_11630,33,1,1,12,4,0,1,1,17,0,0,0,0,0,0,0,0,0,0,215.0
11631,MC_SC_17_s03L_11631,33,3,2,0,5,0,15,0,0,0,1,1,0,1,1,3,1,1,1,1249.0
11632,MC_SC_17_s03L_11632,33,3,1,34,13,0,10,0,4,3,0,0,2,2,11,1,3,0,4,955.0
11633,MC_SC_17_s03L_11633,33,7,5,2,16,3,1,5,4,27,3,0,1,0,15,1,1,2,3,1598.0
11634,MC_SC_17_s03L_11634,33,4,3,0,17,0,17,0,2,12,0,0,1,1,4,0,1,2,4,2098.0
11635,MC_SC_17_s03L_11635,33,6,3,0,35,0,6,0,5,3,0,0,0,1,4,3,1,0,0,1573.0
11636,MC_SC_17_s03L_11636,33,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1628.0
11637,MC_SC_17_s03L_11637,33,1,1,35,5,0,4,0,15,0,0,0,2,3,2,2,0,0,3,749.0
11638,MC_SC_17_s03L_11638,33,6,3,1,19,0,33,0,16,10,1,6,2,1,2,4,1,3,0,1741.0
11639,MC_SC_17_s03L_11639,33,4,3,1,14,0,1,0,3,0,6,1,0,2,0,1,0,2,1,1159.0
11640,MC_SC_17_s03L_11640,33,5,4,0,52,0,7,0,7,0,0,0,2,1,0,2,0,0,0,1478.0
11641,MC_SC_17_s03L_11641,33,8,5,0,56,2,9,0,15,0,0,0,1,2,4,2,0,3,0,2859.0
11642,MC_SC_17_s03L_11642,33,2,2,0,7,0,15,0,1,0,2,3,2,3,0,2,0,0,0,1012.0
11643,MC_SC_17_s03L_11643,33,7,2,4,4,2,4,9,142,64,1,13,1,2,5,2,0,0,0,3110.0
11644,MC_SC_17_s03L_11644,33,2,1,2,3,0,7,9,6,7,1,2,1,1,0,0,0,3,4,730.0
11645,MC_SC_17_s03L_11645,33,5,3,0,25,0,14,0,1,0,0,0,1,2,2,2,0,1,0,1858.0
11646,MC_SC_17_s03L_11646,33,8,3,1,12,1,14,0,18,0,0,0,3,2,1,2,0,1,0,1107.0
11647,MC_SC_17_s03L_11647,33,4,2,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1295.0
11648,MC_SC_17_s03L_11648,33,4,3,0,13,0,0,0,2,7,0,1,0,3,1,3,0,1,0,737.0
11649,MC_SC_17_s03L_11649,33,4,3,0,7,0,8,0,5,0,0,0,2,2,2,1,1,0,0,1364.0
11650,MC_SC_17_s03L_11650,33,2,1,0,7,0,0,9,9,5,0,4,1,0,0,0,0,0,4,534.0
11651,MC_SC_17_s03L_11651,33,8,7,0,21,0,26,0,30,25,1,2,3,2,14,4,3,1,4,4773.0
11652,MC_SC_17_s03L_11652,33,4,2,0,5,0,14,0,1,0,1,0,1,2,0,1,0,0,1,913.0
11653,MC_SC_17_s03L_11653,33,8,4,1,35,0,5,0,4,0,0,2,3,2,1,1,0,3,0,1302.0
11654,MC_SC_17_s03L_11654,33,5,3,0,1,0,6,0,2,0,0,0,1,1,0,1,1,1,1,1377.0
11655,MC_SC_17_s03L_11655,33,4,2,17,27,0,11,0,17,1,0,0,0,0,0,3,1,0,0,2494.0
11656,MC_SC_17_s03L_11656,33,5,3,97,32,0,27,0,2,1,0,0,7,1,22,4,2,3,6,1789.0
11657,MC_SC_17_s03L_11657,33,4,3,16,6,0,1,9,23,0,0,2,1,0,0,0,0,1,0,801.0
11658,MC_SC_17_s03L_11658,33,7,4,0,17,0,23,0,8,0,0,0,7,4,0,1,0,1,1,2410.0
11659,MC_SC_17_s03L_11659,33,2,2,64,22,0,5,14,27,0,0,0,0,1,1,2,0,6,0,1563.0
11660,MC_SC_17_s03L_11660,33,2,1,0,12,0,4,6,3,1,4,1,0,0,0,1,0,0,0,1128.0
11661,MC_SC_17_s03L_11661,33,8,7,26,11,0,5,3,6,0,0,13,3,1,17,3,1,1,5,1751.0
11662,MC_SC_17_s03L_11662,33,3,3,0,7,0,1,0,0,0,0,0,0,2,0,0,0,3,2,852.0
11663,MC_SC_17_s03L_11663,33,7,5,0,10,0,15,4,12,0,1,0,1,0,0,6,0,0,0,1827.0
11664,MC_SC_17_s03L_11664,33,2,2,0,1,0,0,4,8,0,0,0,0,0,0,0,0,0,0,805.0
11665,MC_SC_17_s03L_11665,33,1,1,0,0,11,0,0,0,22,0,0,0,0,0,0,5,0,0,491.0
11666,MC_SC_17_s03L_11666,33,5,2,1,16,0,4,0,2,4,2,2,3,0,3,1,0,0,0,1712.0
11667,MC_SC_17_s03L_11667,33,8,6,36,13,0,8,2,13,2,0,0,1,0,30,4,4,0,3,1387.0
11668,MC_SC_17_s03L_11668,33,8,5,1,22,38,53,0,97,57,0,0,0,0,77,6,64,2,1,8382.0
11669,MC_SC_17_s03L_11669,33,3,3,11,6,0,1,0,8,0,0,0,0,2,3,0,0,0,2,1104.0
11670,MC_SC_17_s03L_11670,33,5,3,37,5,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1035.0
11671,MC_SC_17_s03L_11671,33,7,2,0,9,0,9,0,9,3,0,0,0,1,4,4,0,0,0,1571.0
11672,MC_SC_17_s03L_11672,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645.0
11673,MC_SC_17_s03L_11673,33,5,3,0,56,1,86,0,5,7,5,1,3,5,78,6,5,0,6,4487.0
11674,MC_SC_17_s03L_11674,33,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,785.0
11675,MC_SC_17_s03L_11675,33,4,2,0,16,0,5,1,5,0,0,3,1,5,0,1,0,1,0,2068.0
11676,MC_SC_17_s03L_11676,33,5,3,35,9,0,5,4,8,0,0,0,2,1,1,0,0,3,1,1080.0
11677,MC_SC_17_s03L_11677,33,3,2,1,9,0,5,0,1,2,1,0,1,4,0,2,0,2,0,951.0
11678,MC_SC_17_s03L_11678,33,8,6,0,37,0,0,0,35,27,3,1,1,2,8,4,12,1,6,2693.0
11679,MC_SC_17_s03L_11679,33,6,4,0,19,0,7,0,15,0,0,0,2,0,0,1,0,1,5,1227.0
11680,MC_SC_17_s03L_11680,33,4,2,0,6,0,2,0,9,0,0,1,2,0,1,0,0,1,0,1973.0
11681,MC_SC_17_s03L_11681,33,2,1,0,5,0,2,0,1,9,0,3,0,0,8,3,0,0,2,755.0
11682,MC_SC_17_s03L_11682,33,6,3,0,35,0,10,0,0,18,0,0,0,3,4,1,0,0,0,1906.0
11683,MC_SC_17_s03L_11683,33,2,1,1,34,0,2,10,11,7,0,2,1,0,0,1,0,2,5,938.0
11684,MC_SC_17_s03L_11684,33,6,4,21,10,0,5,0,16,0,0,1,3,1,0,0,0,1,1,1243.0
11685,MC_SC_17_s03L_11685,33,4,2,20,8,0,2,8,20,0,0,2,2,3,2,4,0,0,0,1044.0
11686,MC_SC_17_s03L_11686,33,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,321.0
11687,MC_SC_17_s03L_11687,33,6,4,0,11,0,4,7,27,0,1,1,1,0,1,2,1,0,2,952.0
11688,MC_SC_17_s03L_11688,33,3,2,25,5,0,5,3,9,0,0,2,0,0,0,1,0,0,2,632.0
11689,MC_SC_17_s03L_11689,33,6,4,0,22,0,8,1,20,0,0,0,1,0,0,2,0,0,0,1441.0
11690,MC_SC_17_s03L_11690,33,5,3,0,14,0,5,0,13,1,0,0,0,2,1,1,0,5,1,1334.0
11691,MC_SC_17_s03L_11691,33,2,2,1,20,0,12,0,0,5,0,0,2,0,6,3,1,0,1,928.0
11692,MC_SC_17_s03L_11692,33,8,7,0,16,0,17,0,1,50,0,0,0,0,11,8,2,0,5,3018.0
11693,MC_SC_17_s03L_11693,33,8,5,0,7,0,3,0,2,10,0,0,0,0,0,0,0,1,1,1068.0
11694,MC_SC_17_s03L_11694,33,2,2,0,8,0,17,0,9,2,0,5,0,0,1,1,0,0,3,969.0
