Mask ID,Cell ID,Z-plane,Z-span,Principal Plane,phox2b,ralyl,slc17a6,tenm2,ebf3,pcp4,slc32a1,tshz2,alcam,celf2,meis2,rph3a,robo1,slc5a7,syt1,zfhx3
5427,MC_SC_17_s03L_5427,17,3,2,0,16,0,60,1,2,51,5,18,15,12,0,4,0,0,8
5428,MC_SC_17_s03L_5428,17,12,5,0,5,15,54,1,14,12,0,4,8,20,22,10,0,1,13
5429,MC_SC_17_s03L_5429,17,5,4,0,11,4,9,49,16,5,1,4,5,6,7,0,0,0,0
5430,MC_SC_17_s03L_5430,17,4,1,2,14,0,46,50,3,76,14,2,17,4,34,0,0,0,0
5431,MC_SC_17_s03L_5431,17,10,3,2,5,0,21,23,44,45,12,10,21,27,54,23,22,12,0
5432,MC_SC_17_s03L_5432,17,9,3,0,28,63,64,11,52,22,9,1,9,37,42,17,0,43,1
5433,MC_SC_17_s03L_5433,17,2,1,0,5,0,33,0,0,23,3,1,2,5,5,1,0,2,3
5434,MC_SC_17_s03L_5434,17,5,3,0,53,1,104,73,8,222,61,16,16,21,55,3,2,4,3
5435,MC_SC_17_s03L_5435,17,4,3,0,27,0,117,1,23,0,0,10,8,56,2,3,0,50,8
5436,MC_SC_17_s03L_5436,17,9,3,105,9,14,15,19,1,5,5,0,8,8,24,2,4,0,0
5437,MC_SC_17_s03L_5437,17,5,4,1,12,0,25,38,31,45,0,5,9,20,6,5,0,0,0
5438,MC_SC_17_s03L_5438,17,5,2,59,2,0,14,1,3,2,0,6,2,2,0,0,0,0,1
5439,MC_SC_17_s03L_5439,17,4,2,64,7,4,35,36,28,7,1,7,8,0,2,16,0,0,0
5440,MC_SC_17_s03L_5440,17,5,2,1,12,8,47,60,2,199,6,1,18,27,13,14,24,0,15
5441,MC_SC_17_s03L_5441,17,6,2,0,11,0,26,0,3,54,8,3,6,4,8,2,0,25,3
5442,MC_SC_17_s03L_5442,17,9,4,2,7,1,13,85,71,69,2,4,29,15,7,10,16,8,2
5443,MC_SC_17_s03L_5443,17,4,2,0,8,0,56,73,5,120,25,4,16,4,37,0,0,24,0
5444,MC_SC_17_s03L_5444,17,7,3,0,8,25,71,5,21,82,4,0,18,19,33,0,0,0,5
5445,MC_SC_17_s03L_5445,17,3,2,0,1,0,30,0,0,11,0,3,10,11,17,10,0,15,15
5446,MC_SC_17_s03L_5446,17,4,3,0,8,0,28,0,3,104,4,0,2,9,47,7,0,0,1
5447,MC_SC_17_s03L_5447,17,3,2,0,11,7,51,11,26,20,4,3,47,2,0,7,0,34,0
5448,MC_SC_17_s03L_5448,17,4,2,1,25,0,69,18,1,41,8,3,8,36,3,0,0,22,0
5449,MC_SC_17_s03L_5449,17,7,5,1,54,4,17,4,1,150,2,0,18,34,36,25,12,5,11
5450,MC_SC_17_s03L_5450,17,3,2,0,8,0,112,3,0,120,6,19,7,32,17,1,0,28,0
5451,MC_SC_17_s03L_5451,17,7,2,0,17,0,50,16,4,58,7,6,10,25,1,2,0,25,0
5452,MC_SC_17_s03L_5452,17,4,3,0,24,0,79,2,0,52,2,6,13,10,3,12,0,54,5
5453,MC_SC_17_s03L_5453,17,4,2,0,41,13,129,15,51,13,25,3,38,4,0,28,0,83,2
5454,MC_SC_17_s03L_5454,17,11,2,0,29,7,78,2,7,2,0,0,16,25,2,0,0,36,0
5455,MC_SC_17_s03L_5455,17,4,1,0,11,0,45,15,0,35,6,3,5,18,1,1,0,20,0
5456,MC_SC_17_s03L_5456,17,1,1,0,14,0,10,0,2,21,3,1,1,11,10,3,0,1,0
5457,MC_SC_17_s03L_5457,17,3,1,0,9,2,42,1,14,36,5,15,11,23,15,5,0,29,2
5458,MC_SC_17_s03L_5458,17,4,1,0,35,0,36,2,0,23,1,0,1,0,0,0,0,27,0
5459,MC_SC_17_s03L_5459,17,5,3,0,6,0,56,65,1,58,5,0,22,33,8,15,5,0,20
5460,MC_SC_17_s03L_5460,17,6,2,0,8,0,9,21,0,48,4,3,3,4,2,0,0,7,0
5461,MC_SC_17_s03L_5461,17,4,2,0,16,0,125,4,1,97,4,25,8,59,3,16,0,71,2
5462,MC_SC_17_s03L_5462,17,5,3,0,24,0,99,3,0,61,0,19,11,34,4,5,0,33,20
5463,MC_SC_17_s03L_5463,17,3,2,0,67,0,122,10,1,115,0,1,29,7,19,11,0,44,0
5464,MC_SC_17_s03L_5464,17,8,3,0,7,0,12,31,17,46,5,1,16,25,3,0,0,5,3
5465,MC_SC_17_s03L_5465,17,4,1,0,18,0,82,0,0,20,9,3,9,15,4,0,0,45,1
5466,MC_SC_17_s03L_5466,17,7,6,0,3,0,54,1,7,31,4,0,4,35,0,10,0,34,5
5467,MC_SC_17_s03L_5467,17,4,2,0,16,3,85,6,0,86,3,12,12,29,12,2,2,75,0
5468,MC_SC_17_s03L_5468,17,3,2,0,5,0,57,4,4,61,3,13,5,42,23,8,0,24,1
5469,MC_SC_17_s03L_5469,17,1,1,0,2,0,11,2,0,25,0,4,4,8,3,2,0,34,0
5470,MC_SC_17_s03L_5470,17,5,2,0,14,0,73,35,0,98,14,13,7,46,18,2,0,51,1
5471,MC_SC_17_s03L_5471,17,6,3,1,10,4,7,32,20,59,3,4,22,0,4,4,10,1,0
5472,MC_SC_17_s03L_5472,17,13,4,1,20,31,58,5,116,34,1,2,39,23,0,4,14,138,8
5473,MC_SC_17_s03L_5473,17,5,3,1,13,1,25,31,1,92,14,4,3,2,10,7,0,17,0
5474,MC_SC_17_s03L_5474,17,2,1,0,15,0,82,3,3,20,0,11,23,18,10,22,0,31,30
5475,MC_SC_17_s03L_5475,17,9,3,0,10,0,38,0,1,51,6,7,6,45,19,4,0,14,11
5476,MC_SC_17_s03L_5476,17,5,3,0,38,0,41,0,16,66,5,1,9,12,6,5,0,39,1
5477,MC_SC_17_s03L_5477,17,6,3,0,3,98,83,20,42,167,3,1,21,17,108,43,56,4,25
5478,MC_SC_17_s03L_5478,17,14,8,0,71,0,45,2,0,132,32,10,12,39,57,4,1,4,1
5479,MC_SC_17_s03L_5479,17,3,2,0,10,0,64,4,0,47,1,16,16,13,1,5,0,22,28
5480,MC_SC_17_s03L_5480,17,6,3,0,20,0,63,0,4,51,2,1,8,17,10,2,0,21,15
5481,MC_SC_17_s03L_5481,17,3,2,0,19,0,83,2,0,42,1,19,13,20,2,15,0,9,19
5482,MC_SC_17_s03L_5482,17,3,2,0,14,0,49,4,0,28,2,12,20,31,22,1,0,18,13
5483,MC_SC_17_s03L_5483,17,11,7,0,10,42,79,1,22,41,4,1,13,8,47,17,11,8,43
5484,MC_SC_17_s03L_5484,17,1,1,0,3,0,9,1,4,4,1,0,0,0,0,8,0,0,0
5485,MC_SC_17_s03L_5485,17,6,3,0,31,1,109,5,6,120,4,2,9,12,32,5,2,88,6
5486,MC_SC_17_s03L_5486,17,2,1,0,27,0,113,3,9,114,10,0,8,5,6,10,0,44,0
5487,MC_SC_17_s03L_5487,17,6,2,0,3,3,88,4,17,8,1,5,28,29,73,14,4,42,29
5488,MC_SC_17_s03L_5488,17,5,2,0,19,0,83,6,0,57,1,16,15,10,6,10,0,19,5
5489,MC_SC_17_s03L_5489,17,1,1,0,2,0,7,0,5,0,0,0,0,3,0,0,0,0,0
5490,MC_SC_17_s03L_5490,17,6,3,120,50,66,97,17,48,265,16,2,19,17,90,41,12,0,28
5491,MC_SC_17_s03L_5491,17,4,2,0,69,0,88,1,0,95,44,5,31,11,40,14,0,1,1
5492,MC_SC_17_s03L_5492,17,6,3,0,31,0,77,0,2,53,29,0,16,12,17,29,0,3,16
5493,MC_SC_17_s03L_5493,17,3,2,109,38,29,94,22,56,8,12,4,28,12,63,41,4,2,11
5494,MC_SC_17_s03L_5494,17,3,2,0,8,0,69,0,3,26,0,18,8,39,1,14,0,11,0
5495,MC_SC_17_s03L_5495,17,4,3,0,28,0,74,3,0,44,0,17,14,7,5,3,0,12,11
5496,MC_SC_17_s03L_5496,17,6,3,0,6,0,66,1,28,79,2,19,20,15,19,12,2,69,5
5497,MC_SC_17_s03L_5497,17,3,2,0,13,0,38,0,0,19,0,5,11,10,3,1,0,5,9
5498,MC_SC_17_s03L_5498,17,5,3,0,35,0,92,38,50,182,31,27,24,28,108,31,4,4,63
5499,MC_SC_17_s03L_5499,17,1,1,0,1,0,18,0,3,0,3,7,4,9,0,0,0,14,0
5500,MC_SC_17_s03L_5500,17,7,5,0,44,2,96,0,54,62,30,2,1,29,52,37,8,8,22
5501,MC_SC_17_s03L_5501,17,7,2,81,36,35,25,19,26,9,17,4,10,14,10,22,2,1,9
5502,MC_SC_17_s03L_5502,17,3,2,1,13,0,92,2,7,61,6,21,19,13,29,6,0,32,30
5503,MC_SC_17_s03L_5503,17,7,2,0,18,0,55,4,29,45,10,12,2,15,15,5,0,10,16
5504,MC_SC_17_s03L_5504,17,1,1,36,7,0,11,53,6,0,9,0,5,0,0,26,0,63,0
5505,MC_SC_17_s03L_5505,17,4,2,0,6,0,64,0,1,10,0,2,0,32,1,2,0,12,0
5506,MC_SC_17_s03L_5506,17,2,1,0,16,0,64,2,5,10,22,0,6,24,0,8,2,14,2
5507,MC_SC_17_s03L_5507,17,3,2,0,8,0,62,2,1,5,1,2,8,12,5,3,0,41,0
5508,MC_SC_17_s03L_5508,17,3,2,50,6,0,16,25,1,0,8,3,11,1,0,11,2,0,2
5509,MC_SC_17_s03L_5509,17,3,2,52,11,0,32,20,3,2,6,5,3,11,0,5,0,4,0
5510,MC_SC_17_s03L_5510,17,2,1,0,10,1,29,3,1,0,0,0,0,0,0,3,0,43,1
5511,MC_SC_17_s03L_5511,17,7,4,0,34,5,91,71,196,71,37,10,18,39,14,81,13,11,6
5512,MC_SC_17_s03L_5512,17,3,2,0,12,0,53,3,5,7,16,11,5,7,0,5,2,53,39
5513,MC_SC_17_s03L_5513,17,4,2,1,25,0,75,1,3,29,33,0,6,17,0,10,0,11,1
5514,MC_SC_17_s03L_5514,17,2,1,24,9,0,20,14,5,0,8,4,11,6,0,12,0,16,3
5515,MC_SC_17_s03L_5515,17,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5516,MC_SC_17_s03L_5516,17,2,1,76,11,0,13,38,4,0,1,2,5,3,0,2,0,0,0
5517,MC_SC_17_s03L_5517,17,2,1,44,3,0,26,38,22,0,13,0,8,0,0,10,0,0,15
5518,MC_SC_17_s03L_5518,17,5,3,0,16,0,81,1,17,82,30,2,11,15,8,21,0,8,8
5519,MC_SC_17_s03L_5519,17,7,4,133,124,36,154,85,57,85,19,1,46,46,104,100,114,45,9
5520,MC_SC_17_s03L_5520,17,4,2,0,19,0,30,19,27,29,3,10,20,16,16,4,0,9,1
5521,MC_SC_17_s03L_5521,17,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5522,MC_SC_17_s03L_5522,17,3,3,0,11,0,53,0,2,45,4,0,5,10,2,10,0,19,12
5523,MC_SC_17_s03L_5523,17,11,4,0,2,1,46,5,71,41,5,0,16,12,91,28,34,2,9
5524,MC_SC_17_s03L_5524,17,3,2,0,11,0,45,63,66,0,65,0,17,34,0,18,0,50,47
5525,MC_SC_17_s03L_5525,17,4,3,0,17,0,90,1,32,133,36,3,15,12,88,28,0,5,23
5526,MC_SC_17_s03L_5526,17,2,2,0,15,0,13,1,16,0,0,16,16,5,0,10,0,35,2
5527,MC_SC_17_s03L_5527,17,1,1,0,25,0,40,2,6,37,7,10,25,12,5,6,0,47,21
5528,MC_SC_17_s03L_5528,17,6,4,0,63,0,99,7,6,139,77,8,42,8,35,22,2,27,11
5529,MC_SC_17_s03L_5529,17,2,1,0,11,0,8,1,15,10,0,23,33,2,9,15,5,73,0
5530,MC_SC_17_s03L_5530,17,7,4,0,56,2,133,7,5,276,53,3,29,41,165,16,4,52,3
5531,MC_SC_17_s03L_5531,17,2,2,0,51,2,84,18,0,2,6,22,54,0,3,45,0,142,0
5532,MC_SC_17_s03L_5532,17,9,4,0,8,13,41,1,7,42,0,1,15,16,47,20,33,0,10
5533,MC_SC_17_s03L_5533,17,3,2,0,27,0,30,2,2,38,12,3,13,35,16,10,0,32,5
5534,MC_SC_17_s03L_5534,17,2,1,1,17,0,104,2,0,84,7,10,13,39,7,0,2,2,0
5535,MC_SC_17_s03L_5535,17,3,2,64,26,0,24,2,8,0,3,7,17,9,0,39,0,42,17
5536,MC_SC_17_s03L_5536,17,7,4,0,6,0,2,0,67,0,1,0,6,0,0,0,0,0,0
5537,MC_SC_17_s03L_5537,17,4,4,0,58,0,95,0,4,146,26,3,17,33,59,36,0,30,28
5538,MC_SC_17_s03L_5538,17,4,2,0,15,4,50,8,8,40,11,2,20,1,3,10,0,86,0
5539,MC_SC_17_s03L_5539,17,2,1,2,9,0,25,0,1,9,1,17,22,4,2,4,4,46,37
5540,MC_SC_17_s03L_5540,17,7,2,0,12,4,14,77,19,3,13,6,7,12,4,0,0,0,0
5541,MC_SC_17_s03L_5541,17,3,1,25,9,0,6,0,1,0,4,5,10,16,1,9,2,0,14
5542,MC_SC_17_s03L_5542,17,2,2,0,9,0,17,0,0,0,0,7,6,4,0,5,0,11,9
5543,MC_SC_17_s03L_5543,17,4,3,0,9,0,45,1,11,60,15,3,23,23,17,29,0,30,22
5544,MC_SC_17_s03L_5544,17,4,4,0,7,0,34,2,5,34,20,17,1,3,0,0,0,31,16
5545,MC_SC_17_s03L_5545,17,4,1,29,1,0,0,3,15,0,2,0,2,2,0,3,0,0,0
5546,MC_SC_17_s03L_5546,17,2,1,0,6,0,5,4,0,7,0,9,7,3,0,5,0,3,0
5547,MC_SC_17_s03L_5547,17,7,5,0,35,132,101,18,0,16,6,0,5,0,0,15,4,40,0
5548,MC_SC_17_s03L_5548,17,2,1,62,9,1,11,43,3,0,9,0,2,8,0,9,0,38,0
5549,MC_SC_17_s03L_5549,17,4,4,0,1,0,16,0,0,2,2,1,11,7,3,5,2,2,8
5550,MC_SC_17_s03L_5550,17,3,2,23,6,0,7,24,18,0,4,0,5,11,0,3,0,5,1
5551,MC_SC_17_s03L_5551,17,1,1,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0
5552,MC_SC_17_s03L_5552,17,1,1,3,3,0,1,0,6,0,4,0,0,0,0,0,0,2,2
5553,MC_SC_17_s03L_5553,17,4,2,18,9,0,1,0,13,0,18,0,3,17,0,3,0,2,0
5554,MC_SC_17_s03L_5554,17,1,1,0,7,2,98,4,8,0,14,18,6,12,0,8,0,9,17
5555,MC_SC_17_s03L_5555,17,3,2,1,10,0,20,0,2,10,0,2,14,3,0,10,0,17,4
5556,MC_SC_17_s03L_5556,17,2,2,0,5,0,66,0,29,89,11,1,3,6,37,21,0,4,1
5557,MC_SC_17_s03L_5557,17,3,3,2,3,0,2,0,4,0,3,0,3,13,0,0,0,13,7
5558,MC_SC_17_s03L_5558,17,7,4,138,8,0,17,1,3,3,25,0,16,27,1,5,0,19,26
5559,MC_SC_17_s03L_5559,17,4,1,35,11,14,12,0,16,55,15,10,12,19,4,5,22,26,16
5560,MC_SC_17_s03L_5560,17,1,1,0,1,0,0,1,8,2,5,0,1,1,0,0,0,4,1
5561,MC_SC_17_s03L_5561,17,6,2,56,40,3,0,4,7,0,0,0,57,33,0,3,0,36,47
5562,MC_SC_17_s03L_5562,17,3,3,32,6,0,0,0,9,0,3,4,32,32,0,6,0,35,24
5563,MC_SC_17_s03L_5563,17,3,2,0,10,0,16,36,9,12,9,0,17,1,0,17,0,6,7
5564,MC_SC_17_s03L_5564,17,2,1,25,16,0,7,7,19,0,4,5,9,34,0,9,0,4,0
5565,MC_SC_17_s03L_5565,17,5,2,0,28,0,51,3,3,31,35,17,7,1,4,3,2,48,8
5566,MC_SC_17_s03L_5566,17,5,3,52,16,0,2,0,4,0,4,9,29,31,0,3,0,40,37
5567,MC_SC_17_s03L_5567,17,2,2,0,7,0,5,0,1,3,3,8,4,11,0,0,0,25,19
5568,MC_SC_17_s03L_5568,17,8,2,1,22,0,10,27,27,23,2,0,35,0,10,16,7,4,3
5569,MC_SC_17_s03L_5569,17,3,2,31,13,0,7,1,1,0,5,12,6,13,0,29,2,10,30
5570,MC_SC_17_s03L_5570,17,5,4,1,64,2,8,1,0,10,0,0,26,50,0,7,6,56,2
5571,MC_SC_17_s03L_5571,17,3,2,57,22,0,0,22,14,0,7,5,16,2,1,10,0,8,38
5572,MC_SC_17_s03L_5572,17,6,2,0,40,4,28,4,20,29,6,1,6,21,37,13,18,2,12
5573,MC_SC_17_s03L_5573,17,3,2,0,5,0,2,19,0,0,0,8,10,6,0,2,0,5,0
5574,MC_SC_17_s03L_5574,17,6,3,0,4,0,6,39,62,0,3,13,16,11,16,7,5,9,15
5575,MC_SC_17_s03L_5575,17,2,1,36,5,0,14,1,6,2,12,1,51,30,12,22,2,5,28
5576,MC_SC_17_s03L_5576,17,2,1,1,18,0,10,1,0,2,23,9,5,12,0,5,0,0,0
5577,MC_SC_17_s03L_5577,17,7,4,0,18,3,9,14,38,17,7,6,39,36,101,29,16,11,5
5578,MC_SC_17_s03L_5578,17,4,3,53,18,0,3,41,28,0,9,12,22,8,2,16,3,12,40
5579,MC_SC_17_s03L_5579,17,3,2,38,5,0,2,1,25,6,16,5,22,30,22,20,10,31,29
5580,MC_SC_17_s03L_5580,17,5,3,0,17,0,23,49,38,39,27,1,46,13,38,25,2,30,16
5581,MC_SC_17_s03L_5581,17,24,3,0,7,12,22,1,170,56,11,0,29,9,14,7,48,39,8
5582,MC_SC_17_s03L_5582,17,7,2,4,17,2,18,42,142,303,19,2,14,32,106,53,19,4,41
5583,MC_SC_17_s03L_5583,17,10,7,76,60,0,15,16,35,3,6,0,11,22,27,3,3,0,4
5584,MC_SC_17_s03L_5584,17,1,1,0,2,0,0,1,0,0,0,0,3,7,0,3,0,11,0
5585,MC_SC_17_s03L_5585,17,3,3,0,0,0,0,2,0,66,20,3,9,2,16,5,5,9,4
5586,MC_SC_17_s03L_5586,17,4,2,157,34,0,18,9,167,11,28,54,48,28,24,35,2,24,22
5587,MC_SC_17_s03L_5587,17,4,1,0,2,2,0,44,6,0,1,1,8,0,0,1,1,0,0
5588,MC_SC_17_s03L_5588,17,6,3,0,10,0,0,7,0,91,6,51,26,5,8,20,2,44,6
5589,MC_SC_17_s03L_5589,17,2,1,0,18,0,84,3,6,11,21,0,13,4,0,5,0,4,14
5590,MC_SC_17_s03L_5590,17,2,1,76,30,0,2,17,30,6,5,26,34,30,14,19,1,15,36
5591,MC_SC_17_s03L_5591,17,6,3,2,84,25,46,6,14,14,19,18,25,38,56,51,16,26,6
5592,MC_SC_17_s03L_5592,17,4,2,1,53,0,51,20,9,186,20,9,15,18,62,26,8,18,18
5593,MC_SC_17_s03L_5593,17,4,2,2,0,1,0,41,23,7,0,1,15,2,0,2,0,0,0
5594,MC_SC_17_s03L_5594,17,2,2,0,15,3,36,3,2,3,9,16,12,27,0,16,0,1,2
5595,MC_SC_17_s03L_5595,17,4,3,0,1,0,0,29,7,0,6,3,4,0,0,9,0,0,0
5596,MC_SC_17_s03L_5596,17,3,2,0,29,0,60,5,4,85,1,0,16,20,6,24,0,50,40
5597,MC_SC_17_s03L_5597,17,6,5,0,70,0,59,4,20,91,43,21,29,7,58,15,14,54,23
5598,MC_SC_17_s03L_5598,17,10,6,5,7,6,19,58,272,276,16,68,32,40,4,23,4,13,0
5599,MC_SC_17_s03L_5599,17,7,3,0,21,6,74,2,15,184,63,10,12,21,28,4,57,54,0
5600,MC_SC_17_s03L_5600,17,5,3,0,31,2,14,21,89,7,13,2,21,17,25,12,0,14,3
5601,MC_SC_17_s03L_5601,17,1,1,5,27,0,1,30,6,48,23,1,19,0,5,9,0,35,2
5602,MC_SC_17_s03L_5602,17,6,4,0,16,0,26,4,11,93,7,28,24,27,13,30,4,27,38
5603,MC_SC_17_s03L_5603,17,3,2,107,15,2,5,5,7,2,5,12,37,15,3,9,0,18,17
5604,MC_SC_17_s03L_5604,17,4,3,141,8,1,6,30,39,3,22,1,41,0,0,23,0,14,9
5605,MC_SC_17_s03L_5605,17,3,2,43,9,1,1,1,14,6,1,0,19,0,0,0,4,19,16
5606,MC_SC_17_s03L_5606,17,3,3,52,24,2,12,28,15,5,2,11,6,0,0,0,0,15,0
5607,MC_SC_17_s03L_5607,17,2,2,93,10,9,5,6,36,19,27,2,80,0,2,16,2,101,47
5608,MC_SC_17_s03L_5608,17,2,2,22,2,6,3,0,30,11,9,0,3,0,2,0,3,1,3
5609,MC_SC_17_s03L_5609,17,8,3,1,63,3,112,2,0,189,13,3,21,5,0,32,5,39,7
5610,MC_SC_17_s03L_5610,17,3,2,0,20,13,87,3,2,0,16,26,12,21,8,1,0,15,31
5611,MC_SC_17_s03L_5611,17,3,1,184,72,0,30,9,21,13,24,5,4,8,40,5,7,92,17
5612,MC_SC_17_s03L_5612,17,3,2,1,2,0,0,91,8,9,0,11,15,1,0,12,0,0,0
5613,MC_SC_17_s03L_5613,17,2,2,0,11,2,1,8,6,4,0,1,5,0,0,14,0,1,10
5614,MC_SC_17_s03L_5614,17,1,1,1,2,1,0,4,0,0,0,0,0,1,6,0,0,0,4
5615,MC_SC_17_s03L_5615,17,3,1,33,11,0,22,1,26,9,2,16,18,18,2,24,0,17,9
5616,MC_SC_17_s03L_5616,17,6,3,83,36,38,21,29,36,21,18,6,14,17,38,9,0,10,6
5617,MC_SC_17_s03L_5617,17,3,2,0,49,14,133,5,1,0,5,40,13,32,4,10,0,15,33
5618,MC_SC_17_s03L_5618,17,1,1,0,6,12,12,8,28,15,0,0,1,6,13,10,11,2,0
5619,MC_SC_17_s03L_5619,17,5,2,2,28,0,18,21,16,56,14,7,14,15,5,12,0,13,19
5620,MC_SC_17_s03L_5620,17,6,3,2,0,0,10,33,1,1,6,4,3,0,0,0,0,1,1
5621,MC_SC_17_s03L_5621,17,4,1,68,26,0,4,22,20,0,13,0,7,5,0,8,0,31,26
5622,MC_SC_17_s03L_5622,17,4,3,0,17,0,17,3,1,58,12,0,6,1,0,2,0,6,3
5623,MC_SC_17_s03L_5623,17,4,2,1,41,2,8,2,4,2,2,8,17,1,6,12,2,0,31
5624,MC_SC_17_s03L_5624,17,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0
5625,MC_SC_17_s03L_5625,17,1,1,0,12,0,4,18,0,3,4,3,3,0,0,2,0,2,3
5626,MC_SC_17_s03L_5626,17,1,1,0,26,0,9,22,13,4,5,17,8,13,0,6,0,16,9
5627,MC_SC_17_s03L_5627,17,4,2,0,22,36,52,2,38,14,39,7,22,30,24,16,0,3,15
5628,MC_SC_17_s03L_5628,17,4,3,0,8,0,34,3,1,43,31,0,7,0,0,12,0,15,2
5629,MC_SC_17_s03L_5629,17,3,2,18,7,0,8,23,38,0,12,11,23,7,2,1,0,3,3
5630,MC_SC_17_s03L_5630,17,3,1,0,5,0,0,13,0,0,5,3,5,1,0,0,2,12,8
5631,MC_SC_17_s03L_5631,17,3,2,0,7,0,1,18,10,0,1,7,4,6,0,1,2,15,9
5632,MC_SC_17_s03L_5632,17,6,4,0,25,0,22,6,2,72,14,4,13,2,73,8,7,3,4
5633,MC_SC_17_s03L_5633,17,3,2,0,4,0,0,48,19,0,3,1,7,1,0,3,0,1,0
5634,MC_SC_17_s03L_5634,17,3,1,2,9,0,0,27,11,0,46,13,15,18,0,1,0,39,0
5635,MC_SC_17_s03L_5635,17,5,3,0,7,0,0,25,8,0,0,0,8,6,0,4,0,1,8
5636,MC_SC_17_s03L_5636,17,3,2,0,20,0,7,1,13,135,2,2,37,40,6,17,0,35,11
5637,MC_SC_17_s03L_5637,17,3,2,0,77,3,39,37,39,29,54,28,26,77,44,16,4,14,3
5638,MC_SC_17_s03L_5638,17,13,10,83,47,1,28,43,106,15,8,0,18,16,48,52,11,7,13
5639,MC_SC_17_s03L_5639,17,8,7,1,80,0,80,2,6,181,3,0,14,31,4,5,2,84,10
5640,MC_SC_17_s03L_5640,17,5,3,3,2,0,21,44,15,18,8,4,16,1,0,7,1,22,6
5641,MC_SC_17_s03L_5641,17,8,5,0,16,11,9,9,8,26,2,0,4,13,77,12,18,0,8
5642,MC_SC_17_s03L_5642,17,7,4,1,4,0,138,105,402,387,61,217,39,99,4,88,27,32,8
5643,MC_SC_17_s03L_5643,17,5,2,0,0,0,0,44,14,1,0,2,18,0,0,3,0,0,0
5644,MC_SC_17_s03L_5644,17,5,2,0,48,1,32,2,8,15,4,1,14,35,85,23,18,0,31
5645,MC_SC_17_s03L_5645,17,5,3,0,29,0,14,99,60,2,3,22,17,1,10,14,0,43,2
5646,MC_SC_17_s03L_5646,17,2,2,4,0,0,9,41,128,147,21,58,15,27,1,30,10,2,1
5647,MC_SC_17_s03L_5647,17,9,7,144,51,15,53,6,151,53,11,18,19,9,60,45,44,9,8
5648,MC_SC_17_s03L_5648,17,11,3,0,46,94,186,73,192,140,48,2,19,38,136,83,119,9,3
5649,MC_SC_17_s03L_5649,17,3,2,1,16,9,31,2,0,11,24,8,9,35,5,5,2,3,5
5650,MC_SC_17_s03L_5650,17,5,2,1,21,0,6,2,7,111,1,16,20,36,41,6,2,6,16
5651,MC_SC_17_s03L_5651,17,3,2,0,2,0,0,58,15,7,1,2,15,0,0,3,0,0,1
5652,MC_SC_17_s03L_5652,17,3,1,0,0,0,4,0,0,0,0,1,1,0,0,0,0,3,0
5653,MC_SC_17_s03L_5653,17,8,4,4,111,12,77,9,262,516,43,26,24,89,170,89,48,20,13
5654,MC_SC_17_s03L_5654,17,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0
5655,MC_SC_17_s03L_5655,17,3,3,0,22,1,0,0,18,90,6,3,2,11,18,11,14,0,4
5656,MC_SC_17_s03L_5656,17,4,2,0,21,0,60,2,50,207,36,25,24,30,96,43,4,14,18
5657,MC_SC_17_s03L_5657,17,7,3,1,54,1,17,7,23,10,5,9,25,1,29,28,3,3,36
5658,MC_SC_17_s03L_5658,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5659,MC_SC_17_s03L_5659,17,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0
5660,MC_SC_17_s03L_5660,17,2,1,0,10,0,0,14,4,0,18,3,9,2,0,11,0,25,3
5661,MC_SC_17_s03L_5661,17,3,2,67,44,7,12,6,17,10,1,1,29,14,15,20,9,17,28
5662,MC_SC_17_s03L_5662,17,1,1,17,9,0,0,19,8,0,5,0,19,3,1,0,2,10,0
5663,MC_SC_17_s03L_5663,17,1,1,0,3,0,9,13,0,0,0,6,5,4,0,3,0,2,9
5664,MC_SC_17_s03L_5664,17,6,4,1,53,3,157,51,20,298,5,0,34,32,136,88,15,29,31
5665,MC_SC_17_s03L_5665,17,8,3,0,9,3,34,70,47,8,62,26,49,11,18,13,5,7,14
5666,MC_SC_17_s03L_5666,17,4,3,0,39,0,21,28,7,77,9,15,25,13,20,15,3,20,6
5667,MC_SC_17_s03L_5667,17,5,2,0,28,1,58,5,0,161,7,25,12,58,6,36,11,105,0
5668,MC_SC_17_s03L_5668,17,2,1,0,3,3,11,64,35,3,7,7,18,1,13,8,2,16,19
5669,MC_SC_17_s03L_5669,17,9,6,0,144,143,162,7,261,34,110,160,38,9,136,109,56,63,85
5670,MC_SC_17_s03L_5670,17,3,2,0,8,0,0,62,24,1,5,2,10,13,0,9,0,0,0
5671,MC_SC_17_s03L_5671,17,2,1,0,12,10,36,1,15,0,14,12,1,0,6,5,0,0,3
5672,MC_SC_17_s03L_5672,17,7,3,109,73,16,42,19,78,26,29,0,12,13,55,43,18,5,26
5673,MC_SC_17_s03L_5673,17,5,3,1,28,2,27,8,6,4,9,4,22,37,2,28,0,4,35
5674,MC_SC_17_s03L_5674,17,7,3,0,8,0,4,2,3,91,23,13,17,52,9,16,2,43,38
