Mask ID,Cell ID,Z-plane,Z-span,Principal Plane,phox2b,ralyl,slc17a6,tenm2,ebf3,pcp4,slc32a1,tshz2,alcam,celf2,meis2,rph3a,robo1,slc5a7,syt1,zfhx3
4406,MC_SC_17_s03L_4406,14,1,1,0,4,0,32,0,1,28,2,0,19,14,0,3,0,16,27
4407,MC_SC_17_s03L_4407,14,1,1,0,3,0,53,2,0,17,1,2,2,35,2,0,2,46,1
4408,MC_SC_17_s03L_4408,14,3,2,0,21,0,105,9,1,139,20,26,20,64,9,10,7,48,4
4409,MC_SC_17_s03L_4409,14,1,1,48,10,0,27,37,45,3,2,3,0,0,9,45,0,6,0
4410,MC_SC_17_s03L_4410,14,5,3,75,3,0,33,32,29,4,11,6,24,6,2,18,0,14,4
4411,MC_SC_17_s03L_4411,14,4,2,88,0,0,11,0,3,0,2,19,21,4,9,10,0,49,4
4412,MC_SC_17_s03L_4412,14,3,2,78,11,0,39,22,48,0,3,6,13,0,0,27,0,3,0
4413,MC_SC_17_s03L_4413,14,2,1,0,5,0,90,1,0,58,0,3,3,10,11,6,0,73,0
4414,MC_SC_17_s03L_4414,14,2,1,9,5,0,6,2,8,15,7,10,13,31,0,13,0,39,10
4415,MC_SC_17_s03L_4415,14,2,1,2,12,0,105,5,0,78,0,8,5,15,23,9,2,54,2
4416,MC_SC_17_s03L_4416,14,1,1,0,3,0,2,0,0,8,1,0,0,0,0,0,0,0,0
4417,MC_SC_17_s03L_4417,14,4,2,0,70,0,70,0,7,115,54,18,21,8,68,11,7,14,7
4418,MC_SC_17_s03L_4418,14,6,2,2,5,6,102,64,369,298,34,99,34,54,0,65,20,20,6
4419,MC_SC_17_s03L_4419,14,4,3,52,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4420,MC_SC_17_s03L_4420,14,5,2,0,11,22,53,2,17,13,0,1,9,3,27,7,3,35,44
4421,MC_SC_17_s03L_4421,14,2,2,0,9,0,5,7,0,0,1,0,0,0,0,0,0,0,0
4422,MC_SC_17_s03L_4422,14,1,1,0,17,0,9,0,3,50,19,3,4,4,8,3,0,8,3
4423,MC_SC_17_s03L_4423,14,3,2,2,5,0,5,0,0,8,1,2,7,13,0,11,0,13,2
4424,MC_SC_17_s03L_4424,14,9,6,0,60,28,123,52,9,8,19,4,26,22,62,57,3,12,39
4425,MC_SC_17_s03L_4425,14,2,2,0,6,6,4,6,1,0,1,0,1,2,0,0,0,0,0
4426,MC_SC_17_s03L_4426,14,2,2,0,2,6,12,0,0,0,0,0,0,0,0,0,0,0,0
4427,MC_SC_17_s03L_4427,14,6,3,1,4,0,15,11,45,49,35,45,11,11,4,4,4,1,2
4428,MC_SC_17_s03L_4428,14,1,1,0,27,5,55,3,10,0,0,4,12,3,1,11,0,0,5
4429,MC_SC_17_s03L_4429,14,2,2,27,15,0,6,2,8,0,3,0,9,1,0,11,0,9,11
4430,MC_SC_17_s03L_4430,14,2,2,0,2,0,12,3,3,31,6,15,2,0,0,2,4,23,4
4431,MC_SC_17_s03L_4431,14,4,2,3,125,119,153,90,66,10,42,12,61,48,130,49,11,12,48
4432,MC_SC_17_s03L_4432,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4433,MC_SC_17_s03L_4433,14,4,3,0,23,0,45,5,0,46,1,9,11,3,0,11,0,20,7
4434,MC_SC_17_s03L_4434,14,3,3,0,31,0,25,6,2,22,5,7,14,8,0,12,0,27,0
4435,MC_SC_17_s03L_4435,14,3,1,0,18,9,41,4,28,0,25,8,5,28,21,19,0,3,21
4436,MC_SC_17_s03L_4436,14,2,2,14,16,0,2,0,14,0,0,6,24,12,0,7,0,11,9
4437,MC_SC_17_s03L_4437,14,6,4,0,10,0,34,0,0,0,0,0,0,0,0,0,0,0,0
4438,MC_SC_17_s03L_4438,14,2,2,3,11,0,2,4,4,3,1,19,0,13,0,5,0,0,15
4439,MC_SC_17_s03L_4439,14,4,3,67,11,0,0,0,14,0,1,1,9,6,0,1,0,29,20
4440,MC_SC_17_s03L_4440,14,4,2,1,1,0,7,0,0,15,1,0,0,0,0,4,0,3,0
4441,MC_SC_17_s03L_4441,14,2,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
4442,MC_SC_17_s03L_4442,14,4,3,11,4,0,1,1,17,0,7,1,2,5,0,4,0,0,1
4443,MC_SC_17_s03L_4443,14,10,6,0,65,14,9,0,4,19,0,0,7,35,0,2,26,30,3
4444,MC_SC_17_s03L_4444,14,6,3,0,26,0,18,53,39,80,33,2,29,0,2,14,3,21,2
4445,MC_SC_17_s03L_4445,14,2,1,1,5,0,1,1,2,0,7,0,11,12,0,9,4,0,3
4446,MC_SC_17_s03L_4446,14,7,3,0,5,0,15,6,3,51,4,0,1,8,6,14,14,0,13
4447,MC_SC_17_s03L_4447,14,4,3,19,6,2,1,2,47,0,44,5,8,30,0,3,0,4,0
4448,MC_SC_17_s03L_4448,14,2,1,0,24,0,7,1,1,0,8,9,22,14,0,9,0,22,2
4449,MC_SC_17_s03L_4449,14,2,1,3,21,0,6,15,0,0,17,0,5,0,0,15,0,30,7
4450,MC_SC_17_s03L_4450,14,5,4,0,44,0,5,4,0,13,10,1,4,35,0,16,0,64,4
4451,MC_SC_17_s03L_4451,14,2,1,73,4,0,2,3,18,0,6,3,19,28,2,10,0,15,31
4452,MC_SC_17_s03L_4452,14,6,4,1,14,0,7,6,35,82,5,9,1,19,36,6,9,1,21
4453,MC_SC_17_s03L_4453,14,2,1,56,14,0,6,11,28,0,6,31,38,52,6,32,0,36,45
4454,MC_SC_17_s03L_4454,14,1,1,0,0,0,0,34,24,0,0,0,11,0,2,14,1,2,4
4455,MC_SC_17_s03L_4455,14,1,1,2,14,0,0,25,21,48,9,31,8,22,18,14,2,5,13
4456,MC_SC_17_s03L_4456,14,2,1,0,4,0,6,12,13,7,6,5,13,7,0,11,3,6,17
4457,MC_SC_17_s03L_4457,14,3,2,21,3,0,0,1,32,2,5,0,11,26,0,21,3,17,5
4458,MC_SC_17_s03L_4458,14,4,2,0,14,0,0,0,1,4,2,13,17,15,11,29,7,6,26
4459,MC_SC_17_s03L_4459,14,13,11,174,60,0,1,4,44,0,33,41,11,1,21,7,5,219,54
4460,MC_SC_17_s03L_4460,14,9,3,1,5,0,0,10,0,13,12,0,4,0,12,0,0,15,5
4461,MC_SC_17_s03L_4461,14,7,6,41,16,0,3,3,57,8,10,6,22,17,0,17,0,14,4
4462,MC_SC_17_s03L_4462,14,3,3,51,26,0,3,2,10,0,2,5,53,7,2,9,0,18,25
4463,MC_SC_17_s03L_4463,14,2,1,46,3,0,0,18,1,2,4,0,18,0,2,1,0,10,0
4464,MC_SC_17_s03L_4464,14,5,3,223,11,0,4,10,75,27,9,12,60,13,48,4,0,9,63
4465,MC_SC_17_s03L_4465,14,1,1,71,9,0,0,4,39,0,0,14,40,20,0,4,0,45,17
4466,MC_SC_17_s03L_4466,14,3,2,82,25,0,0,5,12,6,1,11,11,1,29,31,1,17,28
4467,MC_SC_17_s03L_4467,14,3,2,0,4,0,0,54,35,3,0,4,15,1,0,17,9,0,0
4468,MC_SC_17_s03L_4468,14,2,1,0,2,0,6,5,0,28,0,0,5,0,0,1,0,11,0
4469,MC_SC_17_s03L_4469,14,3,2,1,6,3,18,56,37,5,20,19,29,15,14,10,1,4,16
4470,MC_SC_17_s03L_4470,14,4,2,108,23,3,31,13,97,8,16,32,47,36,21,73,4,16,17
4471,MC_SC_17_s03L_4471,14,3,2,0,6,5,20,4,0,0,4,11,7,22,0,13,0,1,0
4472,MC_SC_17_s03L_4472,14,2,1,0,13,0,0,4,0,67,0,2,12,7,0,3,5,63,0
4473,MC_SC_17_s03L_4473,14,5,4,2,35,9,5,8,28,6,10,12,12,42,17,9,0,89,3
4474,MC_SC_17_s03L_4474,14,4,2,0,101,0,27,5,1,110,20,0,7,17,22,9,4,12,11
4475,MC_SC_17_s03L_4475,14,4,3,0,26,0,51,1,16,67,25,3,18,20,8,38,2,23,17
4476,MC_SC_17_s03L_4476,14,1,1,9,2,0,1,4,1,0,0,1,3,0,0,1,0,19,1
4477,MC_SC_17_s03L_4477,14,6,2,0,0,2,0,50,6,16,5,6,4,0,0,5,0,0,0
4478,MC_SC_17_s03L_4478,14,6,3,1,16,1,12,50,33,7,26,0,55,13,3,13,6,35,26
4479,MC_SC_17_s03L_4479,14,6,3,2,268,11,16,31,11,445,168,0,27,74,189,90,54,3,7
4480,MC_SC_17_s03L_4480,14,7,6,1,3,0,0,76,50,0,16,1,23,0,0,6,0,0,0
4481,MC_SC_17_s03L_4481,14,5,3,0,36,0,9,65,28,128,37,19,48,0,52,21,6,34,13
4482,MC_SC_17_s03L_4482,14,7,4,8,80,21,7,3,6,24,3,0,21,56,16,21,23,65,2
4483,MC_SC_17_s03L_4483,14,3,1,105,2,0,2,3,18,2,21,16,7,4,0,17,41,86,39
4484,MC_SC_17_s03L_4484,14,4,3,0,19,0,32,6,24,120,15,6,15,38,17,24,4,30,7
4485,MC_SC_17_s03L_4485,14,5,4,0,31,0,84,17,32,126,66,2,20,10,13,25,6,35,32
4486,MC_SC_17_s03L_4486,14,6,4,37,25,2,46,11,85,206,0,6,58,9,57,64,14,9,6
4487,MC_SC_17_s03L_4487,14,8,7,95,72,6,7,23,62,16,29,18,22,10,32,74,3,26,20
4488,MC_SC_17_s03L_4488,14,4,3,0,39,14,7,0,1,15,15,1,15,13,33,22,9,2,37
4489,MC_SC_17_s03L_4489,14,4,3,60,30,0,10,5,12,2,0,7,54,0,5,6,0,24,34
4490,MC_SC_17_s03L_4490,14,7,4,4,74,3,3,35,7,308,15,1,50,3,108,63,49,64,26
4491,MC_SC_17_s03L_4491,14,5,3,2,11,2,41,7,3,225,5,4,13,21,111,33,14,3,35
4492,MC_SC_17_s03L_4492,14,6,2,2,14,0,6,28,17,85,11,1,15,2,18,14,2,19,1
4493,MC_SC_17_s03L_4493,14,1,1,1,8,6,4,23,1,13,6,4,19,0,0,7,0,4,21
4494,MC_SC_17_s03L_4494,14,8,4,198,38,52,45,18,141,42,48,0,50,1,53,51,21,10,25
4495,MC_SC_17_s03L_4495,14,8,4,3,65,15,39,57,137,490,12,8,30,26,171,64,55,15,12
4496,MC_SC_17_s03L_4496,14,3,2,2,43,0,5,3,12,107,5,2,44,19,8,34,0,61,16
4497,MC_SC_17_s03L_4497,14,8,6,87,45,69,43,3,93,97,13,0,9,8,108,44,61,0,1
4498,MC_SC_17_s03L_4498,14,4,2,0,15,0,3,5,4,118,15,7,17,42,0,27,9,109,6
4499,MC_SC_17_s03L_4499,14,5,2,0,24,0,145,6,14,152,13,1,11,57,47,33,0,13,4
4500,MC_SC_17_s03L_4500,14,5,3,88,47,22,18,34,58,5,14,14,20,10,59,37,8,21,14
4501,MC_SC_17_s03L_4501,14,5,2,0,35,0,9,3,20,111,0,0,8,7,33,24,2,56,1
4502,MC_SC_17_s03L_4502,14,5,2,0,13,0,29,3,1,3,65,5,12,25,0,39,0,4,50
4503,MC_SC_17_s03L_4503,14,11,7,129,39,27,58,22,103,15,14,1,17,2,52,51,4,11,26
4504,MC_SC_17_s03L_4504,14,8,5,64,28,6,6,32,15,6,18,2,16,16,41,36,2,12,48
4505,MC_SC_17_s03L_4505,14,4,2,6,59,21,17,8,4,11,9,4,39,10,37,24,3,0,73
4506,MC_SC_17_s03L_4506,14,4,3,0,7,18,10,40,6,12,9,2,17,39,15,5,9,49,5
4507,MC_SC_17_s03L_4507,14,5,2,0,69,31,18,2,16,11,10,11,18,5,56,19,3,1,28
4508,MC_SC_17_s03L_4508,14,5,3,0,17,0,18,5,2,131,9,8,9,50,6,38,4,113,0
4509,MC_SC_17_s03L_4509,14,3,2,0,23,0,5,6,11,18,1,17,2,13,0,8,0,0,22
4510,MC_SC_17_s03L_4510,14,3,2,0,18,0,39,0,4,13,3,36,12,27,2,31,2,87,44
4511,MC_SC_17_s03L_4511,14,4,2,137,31,1,13,35,36,1,23,1,15,19,6,19,0,14,22
4512,MC_SC_17_s03L_4512,14,4,3,1,6,0,51,1,10,120,9,2,14,44,2,28,3,69,0
4513,MC_SC_17_s03L_4513,14,7,2,34,27,2,11,3,19,1,5,13,8,16,0,30,0,23,28
4514,MC_SC_17_s03L_4514,14,5,3,210,56,52,40,14,181,27,67,2,59,11,0,28,13,22,27
4515,MC_SC_17_s03L_4515,14,4,2,0,50,64,39,28,74,35,33,5,9,47,2,39,23,7,27
4516,MC_SC_17_s03L_4516,14,1,1,0,34,0,11,0,0,0,6,9,7,17,0,2,0,0,0
4517,MC_SC_17_s03L_4517,14,3,2,1,6,0,1,53,25,0,0,3,29,18,0,6,0,3,1
4518,MC_SC_17_s03L_4518,14,3,2,0,1,0,2,13,0,0,9,6,0,0,0,4,0,8,5
4519,MC_SC_17_s03L_4519,14,1,1,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0
4520,MC_SC_17_s03L_4520,14,6,3,0,19,0,115,2,10,108,9,1,8,61,20,39,0,11,12
4521,MC_SC_17_s03L_4521,14,5,3,0,20,6,0,68,18,6,0,5,27,5,5,25,10,6,5
4522,MC_SC_17_s03L_4522,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4523,MC_SC_17_s03L_4523,14,6,4,0,6,0,21,3,2,0,3,0,6,0,2,0,0,17,2
4524,MC_SC_17_s03L_4524,14,5,3,1,30,13,90,13,49,28,43,9,14,54,33,14,14,24,51
4525,MC_SC_17_s03L_4525,14,2,2,1,20,0,10,31,21,0,0,15,3,12,0,3,0,22,31
4526,MC_SC_17_s03L_4526,14,6,3,0,17,0,54,7,1,92,11,4,28,3,0,8,0,56,1
4527,MC_SC_17_s03L_4527,14,3,2,0,7,0,27,37,16,3,19,1,23,0,0,9,0,16,2
4528,MC_SC_17_s03L_4528,14,1,1,0,4,1,0,25,12,0,31,11,17,15,0,0,0,28,0
4529,MC_SC_17_s03L_4529,14,4,2,85,21,1,12,3,16,3,3,18,28,18,35,13,5,32,41
4530,MC_SC_17_s03L_4530,14,3,2,1,4,0,34,0,1,28,17,1,15,1,4,2,0,20,0
4531,MC_SC_17_s03L_4531,14,4,3,0,49,0,27,31,7,17,17,0,26,42,0,34,13,5,22
4532,MC_SC_17_s03L_4532,14,4,2,3,5,1,14,58,91,5,24,21,30,6,48,15,9,8,27
4533,MC_SC_17_s03L_4533,14,4,3,5,7,0,25,45,19,7,19,0,24,0,6,19,0,43,3
4534,MC_SC_17_s03L_4534,14,10,6,0,24,17,135,20,67,552,46,2,26,14,11,63,123,38,8
4535,MC_SC_17_s03L_4535,14,3,3,0,35,0,30,71,28,3,64,4,20,0,0,19,2,18,6
4536,MC_SC_17_s03L_4536,14,4,2,0,52,0,25,2,1,63,32,0,8,15,0,7,0,8,17
4537,MC_SC_17_s03L_4537,14,1,1,0,7,0,1,0,11,0,3,0,2,11,6,1,0,0,0
4538,MC_SC_17_s03L_4538,14,8,3,1,198,43,77,4,122,66,34,4,24,108,127,76,57,14,10
4539,MC_SC_17_s03L_4539,14,5,3,0,54,5,92,58,39,295,12,0,10,9,69,60,24,14,22
4540,MC_SC_17_s03L_4540,14,7,3,126,39,0,1,77,36,21,2,0,22,7,52,20,21,7,54
4541,MC_SC_17_s03L_4541,14,3,2,52,13,0,2,3,31,4,5,4,35,1,22,9,0,15,26
4542,MC_SC_17_s03L_4542,14,2,2,0,15,0,5,4,6,5,9,7,4,22,6,18,3,7,43
4543,MC_SC_17_s03L_4543,14,6,2,0,0,0,19,76,111,330,33,152,43,52,11,43,10,9,1
4544,MC_SC_17_s03L_4544,14,3,2,0,8,0,77,3,7,78,0,1,1,18,0,13,0,26,2
4545,MC_SC_17_s03L_4545,14,2,1,50,23,4,12,1,48,14,7,0,4,10,62,16,21,0,9
4546,MC_SC_17_s03L_4546,14,7,5,0,97,9,55,22,101,719,80,12,28,162,321,97,61,43,60
4547,MC_SC_17_s03L_4547,14,7,3,63,22,3,18,58,65,7,8,29,16,9,53,35,25,63,8
4548,MC_SC_17_s03L_4548,14,3,2,0,11,0,5,2,1,18,4,4,2,35,3,11,0,54,24
4549,MC_SC_17_s03L_4549,14,3,3,0,6,0,11,11,4,3,2,14,16,9,0,12,0,18,20
4550,MC_SC_17_s03L_4550,14,4,2,0,47,3,14,1,7,7,84,8,11,24,0,3,7,49,1
4551,MC_SC_17_s03L_4551,14,1,1,3,0,0,2,0,1,0,2,2,0,0,7,1,0,0,0
4552,MC_SC_17_s03L_4552,14,1,1,0,0,0,4,1,8,26,1,10,0,3,5,0,3,2,0
4553,MC_SC_17_s03L_4553,14,6,2,0,50,33,12,2,14,5,19,10,14,39,36,18,4,1,39
4554,MC_SC_17_s03L_4554,14,5,3,0,52,1,68,6,7,37,3,29,37,47,11,10,7,20,42
4555,MC_SC_17_s03L_4555,14,4,2,0,52,12,63,66,127,10,44,12,41,80,0,57,12,13,18
4556,MC_SC_17_s03L_4556,14,4,3,0,77,38,68,66,239,29,52,37,40,108,12,97,23,8,29
4557,MC_SC_17_s03L_4557,14,2,2,0,51,18,22,0,38,0,41,6,13,42,8,16,0,18,26
4558,MC_SC_17_s03L_4558,14,2,1,0,1,0,10,8,24,0,6,11,1,27,5,5,8,0,4
4559,MC_SC_17_s03L_4559,14,10,8,3,66,203,242,66,168,99,62,6,17,18,217,148,101,19,16
4560,MC_SC_17_s03L_4560,14,3,1,0,5,0,3,20,0,0,33,0,14,1,0,2,2,14,8
4561,MC_SC_17_s03L_4561,14,1,1,27,6,3,0,0,10,3,0,0,1,2,1,5,4,0,2
4562,MC_SC_17_s03L_4562,14,3,2,3,13,0,3,2,2,29,14,8,6,36,4,8,2,62,8
4563,MC_SC_17_s03L_4563,14,1,1,3,0,1,2,4,0,0,2,0,0,0,2,1,0,0,0
4564,MC_SC_17_s03L_4564,14,3,2,0,20,0,14,3,1,0,10,1,0,2,0,4,0,0,0
4565,MC_SC_17_s03L_4565,14,1,1,0,0,0,5,0,1,37,3,5,0,3,0,0,0,0,0
4566,MC_SC_17_s03L_4566,14,3,3,0,12,0,5,5,8,10,1,4,13,0,0,7,0,3,0
4567,MC_SC_17_s03L_4567,14,5,2,0,39,1,95,3,4,97,0,2,32,40,5,39,7,87,48
4568,MC_SC_17_s03L_4568,14,5,3,0,58,0,21,58,16,34,2,8,12,20,2,16,0,37,24
4569,MC_SC_17_s03L_4569,14,6,4,1,53,1,80,4,17,124,39,47,37,51,64,19,18,180,21
4570,MC_SC_17_s03L_4570,14,2,2,0,22,0,3,1,4,22,0,3,11,19,2,13,0,18,23
4571,MC_SC_17_s03L_4571,14,2,2,0,28,2,69,21,5,9,4,1,13,0,0,12,4,33,2
4572,MC_SC_17_s03L_4572,14,1,1,0,8,0,2,15,4,7,2,13,7,7,0,5,2,3,12
4573,MC_SC_17_s03L_4573,14,5,2,0,10,4,3,64,69,3,25,11,13,0,0,27,2,10,17
4574,MC_SC_17_s03L_4574,14,3,2,1,19,0,43,7,49,28,33,6,2,40,0,22,0,17,13
4575,MC_SC_17_s03L_4575,14,5,3,0,10,0,43,55,4,116,21,2,47,3,15,7,3,37,1
4576,MC_SC_17_s03L_4576,14,4,2,0,4,0,0,44,25,0,1,1,5,2,0,4,0,0,0
4577,MC_SC_17_s03L_4577,14,1,1,1,8,0,5,1,26,2,9,0,1,14,0,1,0,0,0
4578,MC_SC_17_s03L_4578,14,17,10,1,20,0,17,6,15,2,5,2,14,60,48,19,0,2,18
4579,MC_SC_17_s03L_4579,14,4,2,0,0,0,0,71,25,0,0,5,16,8,0,7,1,1,2
4580,MC_SC_17_s03L_4580,14,3,2,45,13,0,5,2,20,0,0,8,7,10,0,0,4,82,6
4581,MC_SC_17_s03L_4581,14,11,5,0,54,12,91,60,23,26,14,51,38,31,175,109,39,6,49
4582,MC_SC_17_s03L_4582,14,5,3,0,67,0,110,13,44,204,127,58,38,114,133,70,6,54,73
4583,MC_SC_17_s03L_4583,14,3,2,0,124,0,186,3,7,155,36,1,73,82,11,1,0,22,10
4584,MC_SC_17_s03L_4584,14,3,2,0,3,0,1,36,11,0,0,20,23,31,0,2,3,0,0
4585,MC_SC_17_s03L_4585,14,3,2,0,5,0,32,4,8,52,1,7,8,24,2,23,2,34,3
4586,MC_SC_17_s03L_4586,14,12,3,86,38,2,43,5,2,22,10,7,9,8,91,20,130,2,7
4587,MC_SC_17_s03L_4587,14,2,1,0,3,0,1,78,43,2,0,2,38,28,9,16,0,3,0
4588,MC_SC_17_s03L_4588,14,4,3,0,1,0,17,21,8,2,0,8,17,12,13,22,6,6,1
4589,MC_SC_17_s03L_4589,14,5,3,1,0,3,1,28,24,0,2,6,13,6,0,14,5,0,0
4590,MC_SC_17_s03L_4590,14,7,4,0,75,0,44,4,6,105,36,42,15,42,24,17,6,21,37
4591,MC_SC_17_s03L_4591,14,1,1,2,3,0,2,4,20,3,4,9,8,19,0,15,0,30,0
4592,MC_SC_17_s03L_4592,14,1,1,2,1,0,0,2,5,2,6,1,1,3,12,3,0,0,0
4593,MC_SC_17_s03L_4593,14,9,4,1,25,7,129,12,37,13,69,9,24,21,9,22,5,41,26
4594,MC_SC_17_s03L_4594,14,3,1,0,2,1,7,47,20,4,0,17,43,37,31,54,8,13,6
4595,MC_SC_17_s03L_4595,14,2,2,0,4,1,32,18,0,3,1,9,9,3,0,12,1,4,15
4596,MC_SC_17_s03L_4596,14,6,4,2,48,0,48,7,5,34,16,34,34,30,9,17,0,21,7
4597,MC_SC_17_s03L_4597,14,3,2,0,24,0,99,16,120,140,104,10,14,81,61,37,2,39,72
4598,MC_SC_17_s03L_4598,14,1,1,0,1,0,7,0,8,6,2,0,1,1,5,0,0,0,0
4599,MC_SC_17_s03L_4599,14,2,1,0,4,4,12,4,24,0,0,3,0,5,1,3,0,0,3
4600,MC_SC_17_s03L_4600,14,5,2,0,12,0,109,1,3,56,70,22,15,39,5,28,22,124,23
4601,MC_SC_17_s03L_4601,14,6,3,0,52,1,13,3,47,169,96,2,29,87,37,19,5,188,19
4602,MC_SC_17_s03L_4602,14,3,2,0,8,2,5,124,54,4,2,4,32,32,2,3,0,0,0
4603,MC_SC_17_s03L_4603,14,2,1,0,1,0,9,15,0,14,2,0,8,0,0,0,0,0,0
4604,MC_SC_17_s03L_4604,14,10,2,0,49,0,150,4,9,89,19,23,17,52,44,42,5,8,57
4605,MC_SC_17_s03L_4605,14,3,1,1,12,20,38,99,63,7,113,4,34,24,0,1,0,19,6
4606,MC_SC_17_s03L_4606,14,3,2,0,50,1,88,9,2,106,59,15,20,53,71,41,12,136,91
4607,MC_SC_17_s03L_4607,14,5,3,0,21,0,68,22,18,87,23,5,28,1,21,3,2,58,3
4608,MC_SC_17_s03L_4608,14,7,4,0,84,8,270,16,101,441,111,22,50,137,158,104,31,261,7
4609,MC_SC_17_s03L_4609,14,8,2,0,14,12,13,38,30,7,2,19,9,14,42,6,2,4,0
4610,MC_SC_17_s03L_4610,14,5,3,1,15,0,44,3,24,210,65,15,18,97,19,22,14,237,50
4611,MC_SC_17_s03L_4611,14,7,3,0,116,4,37,15,100,256,40,25,32,99,112,18,61,165,6
4612,MC_SC_17_s03L_4612,14,1,1,1,6,0,0,0,0,0,1,0,1,0,5,0,4,0,0
4613,MC_SC_17_s03L_4613,14,4,2,0,28,36,126,5,32,6,50,15,26,53,59,41,8,90,13
4614,MC_SC_17_s03L_4614,14,1,1,0,3,0,24,26,0,23,6,11,4,8,11,7,0,10,1
4615,MC_SC_17_s03L_4615,14,4,2,0,60,3,115,10,5,177,30,11,26,22,83,98,7,21,18
4616,MC_SC_17_s03L_4616,14,6,3,0,71,11,40,5,68,165,41,70,22,134,52,28,10,214,54
4617,MC_SC_17_s03L_4617,14,5,3,1,81,0,95,8,25,257,23,12,32,52,80,50,38,90,62
4618,MC_SC_17_s03L_4618,14,4,3,0,21,1,31,1,3,19,20,2,6,37,0,8,2,29,20
4619,MC_SC_17_s03L_4619,14,15,11,100,119,0,102,9,4,4,19,50,13,6,102,54,236,33,8
4620,MC_SC_17_s03L_4620,14,9,6,64,51,0,24,9,7,11,15,5,10,16,26,43,70,25,20
4621,MC_SC_17_s03L_4621,14,8,4,1,63,35,162,2,69,138,18,3,28,33,90,32,7,40,53
4622,MC_SC_17_s03L_4622,14,3,2,0,5,0,37,20,0,22,0,21,17,23,38,7,0,8,1
4623,MC_SC_17_s03L_4623,14,2,2,1,60,0,1,1,30,10,6,6,2,37,2,4,15,65,4
4624,MC_SC_17_s03L_4624,14,7,4,0,153,127,249,19,99,43,89,36,40,43,293,105,58,6,34
4625,MC_SC_17_s03L_4625,14,3,2,0,20,0,24,7,3,29,10,11,9,16,0,10,7,82,6
4626,MC_SC_17_s03L_4626,14,13,4,1,333,4,242,17,4,224,118,145,30,105,77,246,87,208,137
4627,MC_SC_17_s03L_4627,14,7,3,65,48,0,52,13,46,7,13,61,11,41,72,15,33,18,29
4628,MC_SC_17_s03L_4628,14,3,2,0,46,0,9,0,0,18,11,1,11,22,0,16,0,18,2
4629,MC_SC_17_s03L_4629,14,2,2,0,0,0,11,1,3,0,0,0,6,6,0,9,0,1,1
4630,MC_SC_17_s03L_4630,14,8,5,2,28,4,80,8,5,167,19,10,23,57,48,18,36,20,16
4631,MC_SC_17_s03L_4631,14,10,3,142,54,1,9,4,5,4,12,96,17,26,0,31,4,4,9
4632,MC_SC_17_s03L_4632,14,4,2,0,3,0,68,3,30,84,5,1,19,33,0,21,0,14,21
4633,MC_SC_17_s03L_4633,14,1,1,0,1,0,0,0,23,12,2,1,0,3,0,5,3,1,14
4634,MC_SC_17_s03L_4634,14,1,1,16,0,0,0,1,0,2,0,3,1,8,0,2,0,0,0
4635,MC_SC_17_s03L_4635,14,7,5,103,55,0,106,1,16,15,20,18,14,18,18,2,38,16,24
4636,MC_SC_17_s03L_4636,14,9,7,66,30,10,62,1,2,46,9,11,8,20,136,22,88,11,4
4637,MC_SC_17_s03L_4637,14,5,3,0,44,1,71,3,0,78,3,0,28,16,2,0,0,14,8
4638,MC_SC_17_s03L_4638,14,3,2,0,8,11,44,5,25,8,11,25,62,30,13,23,0,28,6
4639,MC_SC_17_s03L_4639,14,6,5,0,83,0,0,4,195,294,42,53,7,132,0,6,2,322,37
4640,MC_SC_17_s03L_4640,14,3,2,0,68,0,7,13,14,58,36,1,22,49,17,13,5,45,0
4641,MC_SC_17_s03L_4641,14,1,1,0,1,0,5,25,0,14,2,9,1,8,0,7,0,2,3
4642,MC_SC_17_s03L_4642,14,3,2,0,21,0,12,3,0,33,3,1,27,49,1,21,0,52,0
4643,MC_SC_17_s03L_4643,14,4,4,0,1,0,13,1,0,32,1,0,9,12,0,10,0,0,2
4644,MC_SC_17_s03L_4644,14,3,2,0,6,1,49,46,2,54,2,22,12,38,26,13,2,26,0
4645,MC_SC_17_s03L_4645,14,8,6,68,91,15,127,9,3,53,24,47,12,17,155,25,200,16,13
4646,MC_SC_17_s03L_4646,14,5,2,55,37,1,55,6,7,13,5,16,11,22,31,30,85,36,34
4647,MC_SC_17_s03L_4647,14,6,3,0,31,3,32,9,30,152,46,10,32,71,19,17,8,137,42
4648,MC_SC_17_s03L_4648,14,7,4,0,58,0,2,4,40,176,23,5,14,97,10,15,21,177,42
4649,MC_SC_17_s03L_4649,14,5,3,113,96,6,182,6,5,14,66,51,49,56,147,79,352,39,52
4650,MC_SC_17_s03L_4650,14,7,5,78,73,5,147,11,4,11,52,24,33,34,106,71,348,59,56
4651,MC_SC_17_s03L_4651,14,6,3,0,27,2,42,8,34,126,5,25,29,68,25,18,22,107,38
4652,MC_SC_17_s03L_4652,14,8,4,0,16,3,94,0,0,199,16,4,11,21,2,38,26,0,64
4653,MC_SC_17_s03L_4653,14,2,2,0,11,1,77,32,5,0,6,9,37,28,18,9,0,26,36
