Mask ID,Cell ID,Z-plane,Z-span,Principal Plane,egfp,dtom,slc17a6,slc32a1,rph3a,slc5a7,phox2b,ralyl,tenm2,ebf3,pcp4,tshz2,alcam,celf2,meis2,robo1,syt1,zfhx3,Area
97,MC_SC_17_s03L_59,5,4,2,False,False,False,True,True,False,65.28934234260132,25.3654475376421,108.9981914219255,121.83484184208668,103.3828215239017,78.2387971349989,72.0356241770735,167.3740620159221,77.05361759012163,72.81607928152984,83.92536347852946,100.69837170075941,2276.0
100,MC_SC_17_s03L_60,5,3,2,False,False,True,False,True,False,77.76360432609981,32.9556875695541,137.76345289341103,193.4585720524766,77.29440638469178,238.95803840320835,116.96346649044574,171.47071435054912,136.93836182888137,197.4245559653333,183.17635651273156,212.34966064501654,2395.0
102,MC_SC_17_s03L_61,5,7,5,False,False,True,False,True,False,22.859341691588018,4.526415739281918,43.06968726674248,80.28008846050622,6.236082636999327,135.44192856096873,37.00634342504305,72.0655922993955,17.09059837794029,72.86620152130487,49.1594928706802,106.57066374130137,3149.0
103,MC_SC_17_s03L_62,5,3,2,False,False,False,True,True,False,105.77988350287423,31.230127278737537,133.70193249909752,204.76677757666235,117.42832959061344,117.17449752057135,86.60507258239076,192.43897509077067,111.64591053618794,193.30282418657427,154.33875295978595,225.67516277737738,1191.0
104,MC_SC_17_s03L_63,5,3,3,False,False,True,False,True,False,46.26792487116101,34.56761208175415,74.65179845213262,86.23788865383064,55.938814700799036,133.6928143844752,41.17449803871811,95.29004708315713,40.515529454654015,101.82856991655063,50.045690867156985,121.66795951724008,1671.0
106,MC_SC_17_s03L_64,5,6,3,False,False,True,False,True,False,34.034020012408625,12.295227124130628,40.55134640813431,96.84247334888045,21.899192648904855,84.60501651533649,33.809676028719906,97.77168984146275,38.71459841198683,69.7818963483805,43.22404447243768,80.77933880653823,1780.0
107,MC_SC_17_s03L_65,5,4,3,False,False,True,False,True,False,67.75871926714785,22.02502382116783,63.545863790167495,75.98349720585591,49.255173664593535,147.25559255547958,42.37918002283768,109.94207087460798,69.08468432150795,131.25040133754064,65.66584325280465,153.1406871402805,1454.0
108,MC_SC_17_s03L_66,5,2,2,False,False,False,True,True,False,86.80579810305596,38.84083331682492,119.6632349864975,153.50263297903544,122.77905961704616,86.77685196119494,77.7069275320878,177.22267628507632,102.83353925653951,174.2651855899114,156.7719426059691,175.6056424773573,1107.0
109,MC_SC_17_s03L_67,5,9,6,True,False,True,False,True,False,78.83218073180535,31.43637268277624,68.26106711184124,48.816866387560225,26.47886085096199,84.4352228366133,36.49526907477037,68.57632312207006,31.813428480546893,73.93608936657908,61.08043350563398,52.896332034146255,3490.0
110,MC_SC_17_s03L_68,5,5,3,False,False,True,False,True,False,38.012351034935314,4.693508487044117,70.34050101217882,41.82614780658644,2.7724814510542934,85.92355583423982,8.678327592031282,59.012862609390275,10.591306476072488,92.39265394877901,47.1118852627726,101.88239469973242,1850.0
